id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm19874,Autumn Sonata,MOVIE,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.",1978,PG,99,"['drama', 'european', 'music']","['DE', 'SE']",,tt0077711,8.1,35418.0,8.933,8.003
tm105641,Wanda,MOVIE,"After a string of abusive relationships, Wanda abandons her family and seeks solace in the company of a petty criminal.",1971,PG,102,"['drama', 'crime']",['US'],,tt0067961,7.1,4859.0,4.766,6.8
tm133889,Mon Oncle,MOVIE,"Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulot's sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",1958,,118,"['comedy', 'european']","['IT', 'FR']",,tt0051944,7.7,22984.0,9.06,7.4
tm187009,F for Fake,MOVIE,"Documents the lives of infamous fakers Elmyr de Hory and Clifford Irving. De Hory, who later committed suicide to avoid more prison time, made his name by selling forged works of art by painters like Picasso and Matisse. Irving was infamous for writing a fake autobiography of Howard Hughes. Welles moves between documentary and fiction as he examines the fundamental elements of fraud and the people who commit fraud at the expense of others.",1973,PG,85,"['documentation', 'european']","['DE', 'IR', 'FR']",,tt0072962,7.7,17365.0,7.955,7.414
tm104934,Dodes'ka-den,MOVIE,"This film follows the daily lives of a group of people barely scraping by in a slum on the outskirts of Tokyo. Yet as desperate as their circumstances are, each of them—the homeless father and son envisioning their dream house; the young woman abused by her uncle; the boy who imagines himself a trolley conductor—finds reasons to carry on.",1971,,140,['drama'],['JP'],,tt0065649,7.3,7150.0,7.379,7.095
tm55130,The Machine That Kills Bad People,MOVIE,"In Amalfi, a village on the Italian coast, an old man who seems to have strange powers gives Celestino Esposito, the local photographer, a dangerous ability.",1952,,85,"['comedy', 'european', 'fantasy']",['IT'],,tt0040559,6.7,766.0,2.378,6.6
tm109142,Godzilla Raids Again,MOVIE,"Two fishing scout pilots make a horrifying discovery when they encounter a second Godzilla alongside a new monster named Anguirus. Without the weapon that killed the original, authorities attempt to lure Godzilla away from the mainland. But Anguirus soon arrives and the two monsters make their way towards Osaka as Japan braces for tragedy.",1955,,82,"['scifi', 'horror', 'family', 'action']",['JP'],,tt0048127,5.8,7259.0,14.824,5.959
tm185165,Lady Snowblood,MOVIE,Yuki's family is nearly wiped out before she is born due to the machinations of a band of criminals. These criminals kidnap and brutalize her mother but leave her alive. Later her mother ends up in prison with only revenge to keep her alive. She creates an instrument for this revenge by purposefully getting pregnant. Yuki never knows the love of a family but only killing and revenge.,1973,,97,"['action', 'drama', 'thriller', 'crime']",['JP'],,tt0158714,7.6,15003.0,9.336,7.6
tm155263,Love in the Afternoon,MOVIE,"The last of Rohmer's Six Moral Tales. Frederic leads a bourgeois life; he is a partner in a small Paris office and is happily married to Helene, a teacher expecting her second child. In the afternoons, Frederic daydreams about other women, but has no intention of taking any action. One day, Chloe, who had been a mistress of an old friend, begins dropping by his office. They meet as friends, irregularly in the afternoons, till eventually Chloe decides to seduce Frederic, causing him a moral dilemma.",1972,R,97,"['drama', 'romance', 'european', 'comedy']",['FR'],,tt0068205,7.6,8717.0,9.272,7.2
tm153422,Two English Girls,MOVIE,"At the beginning of the 20th century, Claude Roc, a young middle-class Frenchman meets in Paris Ann Brown, a young Englishwoman. They become friends and Ann invites him to spend holidays at the house where she lives with her mother and her sister Muriel, for whom she intends Claude. During these holidays, Claude, Ann and Muriel become very close and he gradually falls in love with Muriel. But both families lay down a one-year-long separation without any contact before agreeing to the marriage. So Claude goes back to Paris when he has many love affairs before sending Muriel a break-off letter...",1971,,130,"['drama', 'european', 'romance']",['FR'],,tt0066989,7.2,5594.0,9.183,6.864
tm1859,2 or 3 Things I Know About Her,MOVIE,"As the city of Paris and the French people grow in consumer culture, a housewife living in a high-rise apartment with her husband and two children takes to prostitution to help pay the bills.",1967,,87,"['comedy', 'drama', 'european']",['FR'],,tt0060304,6.6,7863.0,6.969,6.432
tm103259,Monsieur Hulot's Holiday,MOVIE,"Monsieur Hulot, Jacques Tati’s endearing clown, takes a holiday at a seaside resort, where his presence provokes one catastrophe after another. Tati’s masterpiece of gentle slapstick is a series of effortlessly well-choreographed sight gags involving dogs, boats, and firecrackers; it was the first entry in the Hulot series and the film that launched its maker to international stardom.",1953,,87,"['comedy', 'european']",['FR'],,tt0046487,7.3,19104.0,13.468,7.0
tm52201,Shadows,MOVIE,"The relationship between Lelia, a light-skinned black woman, and Tony, a white man is put in jeopardy when Tony meets Lelia’s darker-skinned jazz singer brother, Hugh, and discovers that her racial heritage is not what he thought it was.",1959,PG,87,"['drama', 'music', 'romance']",['US'],,tt0053270,7.2,11881.0,9.578,7.079
tm92711,Breaker Morant,MOVIE,"During the Boer War, three Australian lieutenants are on trial for shooting Boer prisoners. Though they acted under orders, they are being used as scapegoats by the General Staff, who hopes to distance themselves from the irregular practices of the war. The trial does not progress as smoothly as expected by the General Staff, as the defence puts up a strong fight in the courtroom.",1980,PG,107,"['drama', 'history', 'war']",['AU'],,tt0080310,7.8,13836.0,8.125,7.194
tm60015,Limelight,MOVIE,A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.,1952,G,137,"['drama', 'music', 'romance']",['US'],,tt0044837,8.0,21035.0,11.746,7.965
tm107415,Lola Montès,MOVIE,"Lola Montes, previously a great adventuress, is reduced to being the attraction of a circus after having been the lover of various important men.",1955,,116,"['drama', 'european', 'romance']","['FR', 'DE']",,tt0048308,7.2,5634.0,9.65,6.663
tm98935,My American Uncle,MOVIE,"Prof. Henri Laborit uses the stories of the lives of three people to discuss behaviorist theories of survival, combat, rewards and punishment, and anxiety. René is a technical manager at a textile factory and must face the anxiety caused by corporate downsizing. Janine is a self-educated actress/stylist who learns that the wife of her lover is dying and must decide to let them reunite. Jean is a controversial career-climbing writer/politician at a crossroads in life.",1980,PG,125,"['comedy', 'drama', 'european', 'romance']",['FR'],,tt0081176,7.6,6430.0,8.146,7.0
tm19681,Senso,MOVIE,A troubled and neurotic Italian Countess betrays her entire country for a self-destructive love affair with an Austrian Lieutenant.,1955,,118,"['drama', 'european', 'romance', 'war', 'history']",['IT'],,tt0047469,7.4,7136.0,7.029,7.22
tm948,A Taste of Honey,MOVIE,A working class girl struggles to create a life for herself with her gay co-worker after becoming pregnant from a one-night stand with a black sailor.,1961,,100,['drama'],['GB'],,tt0055506,7.4,5923.0,6.671,6.9
tm16584,Destroy All Monsters,MOVIE,"At the turn of the century, all of the Earth's monsters have been rounded up and kept safely on Monsterland. Chaos erupts when a race of she-aliens known as the Kilaaks unleash the monsters across the world.",1968,G,89,"['action', 'scifi', 'thriller', 'horror']",['JP'],,tt0063172,6.4,6697.0,13.317,6.755
tm103419,From Here to Eternity,MOVIE,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",1953,,118,"['drama', 'war', 'romance']",['US'],,tt0045793,7.6,48175.0,12.845,7.3
tm113170,Mr. Arkadin,MOVIE,"Claiming that he doesn't know his own past, a rich man enlists an ex-con with an odd bit of detective work. Gregory Arkadin says he can't remember anything before the late 1920s, and convict Guy Van Stratten is happy to take the job of exploring his new acquaintance's life story. Guy's research turns up stunning details about his employer's past, and as his work seems linked to untimely deaths, the mystery surrounding Mr. Arkadin deepens.",1955,PG,95,"['drama', 'thriller', 'european', 'crime']","['ES', 'CH', 'FR']",,tt0048393,7.1,8750.0,8.885,7.004
tm58684,Umberto D.,MOVIE,"When elderly pensioner Umberto Domenico Ferrari returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid for temporary safekeeping.",1952,,91,"['drama', 'european']",['IT'],,tt0045274,8.2,26561.0,8.3,7.9
tm109203,Ugetsu,MOVIE,"In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.",1953,,96,"['drama', 'fantasy', 'war']",['JP'],,tt0046478,8.2,24258.0,10.607,7.99
tm10466,The Trial of Joan of Arc,MOVIE,"Rouen, Normandy, 1431, during the Hundred Years' War. After being captured by French soldiers from an opposing faction, Joan of Arc, the Maid of Orléans, is unjustly tried by an ecclesiastical court overseen by her English enemies.",1963,,62,"['drama', 'european', 'history']",['FR'],,tt0059616,7.4,5472.0,8.175,7.153
tm44575,The End of Summer,MOVIE,The family of an older man who runs a small sake brewery become concerned with his finances and his health after they discover him visiting an old mistress from his youth.,1961,,103,['drama'],['JP'],,tt0055052,7.7,4219.0,7.438,7.561
tm16311,Hobson's Choice,MOVIE,"Henry Hobson owns and tyrannically runs a successful Victorian boot maker’s shop in Salford, England. A stingy widower with a weakness for overindulging in the local Moonraker Public House, he exploits his three daughters as cheap labour. When he declares that there will be ‘no marriages’ to avoid the expense of marriage settlements at £500 each, his eldest daughter Maggie rebels.",1954,,107,"['comedy', 'drama', 'romance']",['GB'],,tt0047094,7.7,8091.0,7.281,7.418
tm106126,Sawdust and Tinsel,MOVIE,"The complicated relationships between a circus ringmaster, his estranged wife and his lover.",1953,,93,"['drama', 'european']",['SE'],,tt0045848,7.4,7001.0,5.674,7.3
tm67454,Daisies,MOVIE,Two teenage girls embark on a series of destructive pranks in which they consume and destroy the world around them.,1966,,74,"['comedy', 'drama', 'european']",['XC'],,tt0060959,7.3,13454.0,11.258,7.4
tm74276,The War of the Gargantuas,MOVIE,"Gaira, a humanoid sea beast spawned from the discarded cells of Frankenstein's monster, attacks the shores of Tokyo. While the Japanese military prepares to take action, Gaira's Gargantua brother, Sanda, descends from the mountains to defend his kin. A battle between good and evil ensues, leaving brothers divided and a city in ruins.",1966,G,88,"['action', 'horror', 'scifi']",['JP'],,tt0060440,6.2,3197.0,9.43,6.71
tm101406,Aparajito,MOVIE,"Aparajito picks up where the first film leaves off, with Apu and his family having moved away from the country to live in the bustling holy city of Varanasi (then known as Benares). As Apu progresses from wide-eyed child to intellectually curious teenager, eventually studying in Kolkata, we witness his academic and moral education, as well as the growing complexity of his relationship with his mother. This tenderly expressive, often heart-wrenching film, which won three top prizes at the Venice Film Festival, including the Golden Lion, not only extends but also spiritually deepens the tale of Apu.",1956,,110,['drama'],['IN'],,tt0048956,8.3,14859.0,6.255,7.9
tm76011,My Brilliant Career,MOVIE,A young woman who is determined to maintain her independence finds herself at odds with her family who wants her to tame her wild side and get married.,1979,G,100,"['drama', 'romance']",['AU'],,tt0079596,7.1,4507.0,5.461,6.2
tm13792,Symbiopsychotaxiplasm: Take One,MOVIE,"In Manhattan's Central Park, a film crew directed by William Greaves is shooting a screen test with various pairs of actors. It's a confrontation between a couple: he demands to know what's wrong, she challenges his sexual orientation. Cameras shoot the exchange, and another camera records Greaves and his crew. Sometimes we watch the crew discussing this scene, its language, and the process of making a movie. Is there such a thing as natural language? Are all things related to sex? The camera records distractions - a woman rides horseback past them; a garrulous homeless vet who sleeps in the park chats them up. What's the nature of making a movie?",1968,R,75,['documentation'],['US'],,tt0296881,7.2,2183.0,3.398,7.282
tm100965,High Society,MOVIE,"Childhood friends Tracy Lord and C.K. Dexter Haven got married and quickly divorced. Now Tracy is about to marry again, this time to a shrewd social-climbing businessman. C.K. still loves her. Spy magazine blackmails Tracy's family by threatening to reveal her playboy father's exploits if not allowed to cover the wedding. A remake of the 1940 rom com The Philadelphia Story.",1956,,111,"['romance', 'comedy', 'music']",['US'],,tt0049314,6.9,16502.0,14.89,6.964
tm96136,"Godzilla, King of the Monsters!",MOVIE,"During an assignment, foreign correspondent Steve Martin spends a layover in Tokyo and is caught amid the rampage of an unstoppable prehistoric monster the Japanese call 'Godzilla'. The only hope for both Japan and the world lies on a secret weapon, which may prove more destructive than the monster itself.",1956,,80,"['horror', 'scifi', 'action']","['US', 'JP']",,tt12182062,6.3,8230.0,14.067,6.604
tm124443,Terror of Mechagodzilla,MOVIE,"A submarine expedition to salvage the remains of Mechagodzilla is thwarted by a massive dinosaur named Titanosaurus. An Interpol investigation leads biologist Ichinose to uncover the work of Dr. Mafune and his mysterious daughter Katsura. Aligned with the Black Hole Aliens, Katsura's life becomes entwined with the resurrected machine.",1975,G,83,"['action', 'family', 'scifi', 'drama']",['JP'],,tt0073373,6.1,5205.0,11.995,6.893
tm17268,Faces,MOVIE,"Middle-aged suburban husband Richard abruptly tells his wife, Maria, that he wants a divorce. As Richard takes up with a younger woman, Maria enjoys a night on the town with her friends and meets a younger man. As the couple and those around them confront a seemingly futile search for what they've lost -- love, excitement, passion -- this classic American independent film explores themes of aging and alienation.",1968,PG-13,130,['drama'],['US'],,tt0214682,7.4,11039.0,10.794,7.235
tm45508,Divorce Italian Style,MOVIE,"Ferdinando Cefalù is desperate to marry his cousin, Angela, but he is married to Rosalia and divorce is illegal in Italy. To get around the law, he tries to trick his wife into having an affair so he can catch her and murder her, as he knows he would be given a light sentence for killing an adulterous woman. He persuades a painter to lure his wife into an affair, but Rosalia proves to be more faithful than he expected.",1962,,108,"['comedy', 'european', 'drama', 'romance']",['IT'],,tt0055913,8.0,13266.0,10.504,7.926
tm106134,The Earrings of Madame de...,MOVIE,"In France of the late 19th century, the wife of a wealthy general, the Countess Louise, sells the earrings her husband gave her on their wedding day to pay off debts; she claims to have lost them. Her husband quickly learns of the deceit, which is the beginning of many tragic misunderstandings, all involving the earrings, the general, the countess, & her new lover, the Italian Baron Donati.",1953,,105,"['drama', 'european', 'romance']","['FR', 'IT']",,tt0046022,7.9,10356.0,9.323,7.6
tm156318,Lone Wolf and Cub: Baby Cart in Peril,MOVIE,"In the fourth film of the Lone Wolf and Cub series, Ogami Itto is hired to kill a tattooed female assassin and battles Retsudo, head of the Yagyu clan, and his son Gunbei.",1972,,81,"['action', 'thriller']",['JP'],,tt0143348,7.5,4688.0,6.894,7.339
tm70261,The Elephant God,MOVIE,"Set in the holy city of Benares, this is the second film about the detective Feluda, in which he goes for a holiday along with his cousin, Topshe and his friend, Lalmohan Ganguly. But the theft of a priceless deity of Lord Ganesh (the Elephant God) from a local household forces him to investigate.",1979,,120,"['crime', 'family']",['IN'],,tt0077775,7.9,2125.0,2.517,7.7
tm185943,Onibaba,MOVIE,"While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.",1964,NC-17,105,"['horror', 'drama', 'thriller']",['JP'],,tt0058430,7.9,19839.0,13.217,7.699
tm79002,The Shop on Main Street,MOVIE,"In a small town in Nazi-occupied Slovakia during World War II, decent but timid carpenter Tono is named ""Aryan comptroller"" of a button store owned by an old Jewish widow, Rozalie. Since the post comes with a salary and standing in the town's corrupt hierarchy, Tono wrestles with greed and guilt as he and Rozalie gradually befriend each other. When the authorities order all Jews in town to be rounded up, Tono faces a moral dilemma unlike any he's known before.",1965,PG,128,"['drama', 'european', 'war']",['XC'],,tt0059527,8.2,9189.0,9.735,7.9
tm153192,The Ruling Class,MOVIE,"When the Earl of Gurney dies in a cross-dressing accident, his schizophrenic son, Jack, inherits the Gurney estate. Jack is not the average nobleman; he sings and dances across the estate and thinks he is Jesus reincarnated. Believing that Jack is mentally unfit to own the estate, the Gurney family plots to steal Jack's inheritance. As their outrageous schemes fail, the family strives to cure Jack of his bizarre behavior, with disastrous results.",1972,PG,154,"['drama', 'comedy']",['GB'],,tt0069198,7.3,6464.0,5.188,6.7
tm17654,Samurai I: Musashi Miyamoto,MOVIE,"Struggling to elevate himself from his low caste in 17th century Japan, Miyamoto trains to become a mighty samurai warrior.",1954,,93,"['action', 'drama', 'history', 'romance']",['JP'],,tt0047444,7.4,9015.0,14.697,7.218
tm156330,Lone Wolf and Cub: Baby Cart at the River Styx,MOVIE,"In the second film of the Lone Wolf and Cub series, Ogami Itto battles a group of female ninja in the employ of the Yagyu clan and must assassinate a traitor who plans to sell his clan's secrets to the Shogunate.",1972,,81,"['drama', 'action']",['JP'],,tt0068872,7.9,6479.0,9.4,7.307
tm26092,Bay of Angels,MOVIE,A bank clerk is drawn into the risky world of a gorgeous gambling addict.,1963,,79,"['drama', 'european', 'romance']","['MC', 'FR']",,tt0056846,7.3,3848.0,7.894,6.8
tm91569,The Last Wave,MOVIE,"Australian lawyer David Burton agrees with reluctance to defend a group of Aboriginal people charged with murdering one of their own. He suspects the victim was targeted for violating a tribal taboo, but the defendants deny any tribal association. Burton, plagued by apocalyptic visions of water, slowly realizes danger may come from his own involvement with the Aboriginal people and their prophecies.",1977,PG,106,"['thriller', 'drama', 'fantasy']",['AU'],,tt0076299,7.0,10272.0,7.698,6.775
tm112552,Richard III,MOVIE,"Having helped his brother King Edward IV take the throne of England, the jealous hunchback Richard, Duke of York, plots to seize power for himself. Masterfully deceiving and plotting against nearly everyone in the royal court, including his eventual wife, Lady Anne, and his brother George, Duke of Clarence, Richard orchestrates a bloody rise to power before finding all his gains jeopardized by those he betrayed.",1956,,155,"['drama', 'history', 'war']",['GB'],,tt0049674,7.4,4798.0,5.849,7.143
tm14155,Jubilee,MOVIE,Queen Elizabeth I visits late 1970s England to find a depressing landscape where life has changed since her time.,1980,,106,"['drama', 'comedy', 'fantasy', 'music', 'european']",['GB'],,tt0076240,6.0,3482.0,5.728,6.055
tm79826,The Rite,MOVIE,"A judge in an unnamed country interviews three actors, together and singly, provoking them while investigating a pornographic performance for which they may face a fine. Their relationships are complicated: Sebastian, volatile, a heavy drinker, in debt, guilty of killing his former partner, is having an affair with that man's widow. She is Thea, high strung, prone to fits, and seemingly fragile, currently married to Sebastian's new partner, Hans. Hans is the troupe leader, wealthy, self-contained, and growing tired. The judge plays on the trio's insecurities, but when they finally, in a private session with him, perform the masque called The Rite, they may have their revenge.",1969,,76,"['drama', 'european']",['SE'],,tt0064897,7.0,3068.0,5.571,7.0
tm77906,The Coward,MOVIE,"Amitabha Roy is a Calcutta-based scriptwriter, driving around in the country to collect material for a film. His vehicle breaks down in a small town. A tea planter, Bimal Gupta, offers hospitality for the night. Amitabha is forced to accept the offer as he has no alternative.",1965,,70,"['drama', 'romance']",['IN'],,tt0059348,7.6,2257.0,2.951,6.9
tm189227,Don't Play Us Cheap,MOVIE,"The comedic tale of two minions of the devil who crash a Harlem party thrown by Miss Maybell with high hopes of destroying its festive atmosphere. The first of the imps to arrive, Trinity, loses sight of his mission and consequently falls in love with Miss Maybell's impressionable young niece Earnestine. Trinity is later joined by Brother Dave, his older, more jaded partner. But as Dave pulls out all the stops to dampen the mood, he serves only to enhance the partygoers' good spirits.",1972,,95,"['comedy', 'romance']",['US'],,tt0069996,5.5,327.0,1.251,6.0
tm70124,"Ebirah, Horror of the Deep",MOVIE,"Searching for his brother, Ryota stows away on a boat belonging to a criminal alongside two other teenagers. The group shipwrecks on Letchi island and discover the Infant Island natives have been enslaved by a terrorist organization controlling a crustacean monster. Finding a sleeping Godzilla, they decide to awaken him to defeat the terrorists and liberate the natives.",1966,PG,87,"['fantasy', 'action', 'scifi', 'comedy', 'drama']",['JP'],,tt0060464,5.5,5663.0,15.664,6.2
tm124668,Love in the Afternoon,MOVIE,Lovestruck conservatory student Ariane pretends to be just as much a cosmopolitan lover as the worldly mature Frank Flannagan hoping that l’amour will take hold.,1957,,130,"['comedy', 'drama', 'crime', 'romance']",['US'],,tt0050658,7.1,16111.0,12.313,7.078
tm1834,A King in New York,MOVIE,"A recently-deposed ""Estrovian"" monarch seeks shelter in New York City, where he becomes an accidental television celebrity. Later, he's wrongly accused of being a Communist and gets caught up in subsequent HUAC hearings.",1957,G,104,"['comedy', 'drama']","['US', 'GB']",,tt0050598,7.0,8425.0,8.521,6.9
tm130126,Ashes and Diamonds,MOVIE,"A young academy soldier, Maciek Chelmicki, is ordered to shoot the secretary of the KW PPR. A coincidence causes him to kill someone else. Meeting face to face with his victim, he gets a shock. He faces the necessity of repeating the assassination.  He meets Krystyna, a girl working as a barmaid in the restaurant of the ""Monopol"" hotel. His affection for her makes him even more aware of the senselessness of killing at the end of the war. Loyalty to the oath he took, and thus the obligation to obey the order, tips the scales.",1958,,105,"['drama', 'european', 'war', 'romance']",['PL'],,tt0052080,7.8,12554.0,7.541,7.455
tm78434,The Honeymoon Killers,MOVIE,"Martha Beck, an obese nurse who is desperately lonely, joins a ""correspondence club"" and finds a romantic pen pal in Ray Fernandez. Martha falls hard for Ray, and is intent on sticking with him even when she discovers he's a con man who seduces lonely single women, kills them and then takes their money. She poses as Ray's sister and joins Ray on a wild killing spree, fueled by her lingering concern that Ray will leave her for one of his marks.",1970,R,107,"['romance', 'thriller', 'crime', 'drama']",['US'],,tt0064437,7.0,5465.0,6.711,6.761
tm58585,Europe '51,MOVIE,"A wealthy, self-absorbed Rome socialite is tacked by guilt over the death of her young son. As a way of dealing with her grief and finding meaning in her life, she decides to devote her time and money to the city’s poor and sick. Her newfound, single-minded activism leads to conflicts with her husband and questions about her sanity.",1953,,118,"['drama', 'european']",['IT'],,tt0043511,7.4,4375.0,6.382,7.3
tm135038,Miracle in Milan,MOVIE,"Once upon a time an old woman discovers a baby in her cabbage patch. She brings up the child and, when she dies, the boy, Toto, enters an orphanage. Toto leaves the orphanage a happy young man, and looks for work in post-war Milan. He ends up with the homeless and organizes them to build a shanty town in a vacant lot. The squatters discover oil in the land and Toto sees a vision of the old woman who gives him a magic dove that will grant him anything he wishes.",1951,,92,"['drama', 'comedy', 'european', 'fantasy']",['IT'],,tt0043809,7.6,7703.0,5.971,7.206
tm87229,News from Home,MOVIE,"Belgian filmmaker Chantal Akerman lives in New York. Filmed images of the City accompany texts of Akerman's loving mother back home in Brussels. The City comes more and more to the front while the words of the mother, read by Akerman herself, gradually fade away.",1977,,85,"['documentation', 'european']","['FR', 'DE', 'BE']",,tt0076452,7.3,2271.0,5.818,7.419
tm37127,Apur Sansar,MOVIE,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding...,1959,PG-13,105,"['drama', 'romance']",['IN'],,tt0052572,8.5,15217.0,5.788,8.2
tm184958,Touki Bouki,MOVIE,"A cowherd with a skull-mounted motorcycle and a university student meet in Dakar; put off by life in Senegal, they plan to make money in Paris.",1976,,91,['drama'],['SN'],,tt0070820,7.0,3567.0,5.676,6.7
tm28200,The Big City,MOVIE,"Life at home changes when a housewife from a middle-class, conservative family in Calcutta gets a job as a salesperson.",1963,,136,['drama'],['IN'],,tt0057277,8.3,4627.0,5.423,7.7
tm91404,"One Sings, the Other Doesn't",MOVIE,"In this story of friendship and reproductive rights, 14 years in the relationship between two very dissimilar women are chronicled. Pauline is a middle-class city girl, at odds with her very conventional family. Suzanne is several years older, a country girl with two illegitimate children and another (whom she cannot support) on the way. Pauline loans Suzanne money for an abortion. At this point, the two separate and communicate mainly through postcards. Some years later, they meet at an abortion rally, and they have many adventures and stories to share with one another.",1977,,120,"['drama', 'european', 'history']","['FR', 'SU']",,tt0076855,7.4,2106.0,5.275,7.3
tm112065,Godzilla vs. Mechagodzilla,MOVIE,"An Okinawan prophecy that foretells the destruction of the Earth is seeming fulfilled when Godzilla emerges to return to his destructive roots. But not all is what it seems after Godzilla breaks his ally Anguirus's jaw. Matters are further complicated when a second Godzilla emerges, revealing the doppelgänger as a mechanical weapon.",1974,G,84,"['action', 'family', 'fantasy', 'scifi', 'horror']",['JP'],,tt0071565,6.2,7152.0,13.575,7.033
tm121885,Son of Godzilla,MOVIE,Reporter Goro Maki stumbles upon scientists conducting weather experiments on Sollgel Island in the South Seas. He discovers the island is inhabited by giant mantis and a woman named Saeko who's been cast away since the death of her father. The pair soon find a helpless infant monster that Godzilla must adopt and learn to raise as one of his own.,1967,PG,86,"['action', 'comedy', 'family', 'fantasy', 'scifi']",['JP'],,tt0061856,5.2,5124.0,13.095,6.325
tm187368,Godzilla vs. Megalon,MOVIE,"Inventor Goro Ibuki creates a humanoid robot named Jet Jaguar. It is soon seized by an undersea race of people called the Seatopians. Using Jet Jaguar as a guide, the Seatopians send Megalon as vengeance for the nuclear tests that have devastated their society.",1973,G,82,"['action', 'family', 'scifi']",['JP'],,tt0070122,4.8,6265.0,12.802,6.205
tm152030,Godzilla vs. Gigan,MOVIE,"Manga artist Gengo Odaka lands a job with the World Children's Land amusement park only to become suspicious of the organization when a garbled message is discovered on tapes. As Gengo and his team investigate, Godzilla and Anguirus quickly decipher the message and begin their own plan of action.",1972,PG,89,"['action', 'family', 'scifi', 'horror']",['JP'],,tt0068371,5.6,5129.0,12.528,6.294
tm187847,Viva Las Vegas,MOVIE,"Lucky Jackson arrives in town with his car literally in tow ready for the first Las Vegas Grand Prix - once he has the money to buy an engine. He gets the cash easily enough but mislays it when the pretty swimming pool manageress takes his mind off things. It seems he will lose both race and girl, problems made more difficult by rivalry from Elmo Mancini, fellow racer and womaniser.",1964,,85,"['comedy', 'drama']",['US'],,tt0058725,6.3,8506.0,11.576,6.3
tm119862,Jailhouse Rock,MOVIE,"After serving time for manslaughter, young Vince Everett becomes a teenage rock star.",1957,,96,"['drama', 'music', 'romance']",['US'],,tt0050556,6.5,9211.0,10.971,6.194
tm96834,Samurai III: Duel at Ganryu Island,MOVIE,"A humble and simple Takezo abandons his life as a knight errant. He's sought as a teacher and vassal by Shogun, Japan's most powerful clan leader. He's also challenged to fight by the supremely confident and skillful Sasaki Kojiro. Takezo agrees to fight Kojiro in a year's time but rejects Shogun's patronage, choosing instead to live on the edge of a village, raising vegetables. He's followed there by Otsu and later by Akemi, both in love with him. The year ends as Takezo assists the villagers against a band of brigands. He seeks Otsu's forgiveness and accepts her love, then sets off across the water to Ganryu Island for his final contest.",1956,,105,"['drama', 'action', 'romance']",['JP'],,tt0049710,7.6,6356.0,10.956,7.259
tm83305,"Je, tu, il, elle",MOVIE,A woman suffers a subdued psychological breakdown in the wake of a devastating breakup.,1974,,86,['drama'],"['BE', 'FR']",,tt0071690,6.8,2492.0,10.956,6.3
tm17740,Godzilla vs. Hedorah,MOVIE,"An ever evolving alien life-form arrives on a comet from the Dark Gaseous Nebula and proceeds to consume pollution. Spewing mists of sulfuric acid and corrosive sludge, neither humanity nor Godzilla may be able to defeat this toxic menace.",1971,PG,85,"['action', 'family', 'music', 'scifi', 'horror', 'animation']",['JP'],,tt0067148,6.0,5926.0,9.873,6.847
tm187937,Charulata,MOVIE,"In 1870s India, Charulata is an isolated, artistically inclined woman who sees little of her busy journalist husband, Bhupati. Realizing that his wife is alienated and unhappy, he convinces his cousin, Amal, to spend time with Charulata and nourish her creative impulses. Amal is a fledgling poet himself, and he and Charulata bond over their shared love of art. But over time a sexual attraction develops, with heartbreaking results.",1964,,117,"['drama', 'romance', 'european']",['IN'],,tt0057935,8.1,6709.0,9.69,7.578
