Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alicja,2020-12-09 15:10:42,00:27:11,,Ashley Garcia: Genius in Love: Christmas: The True Meaning of Christmas Togetherness Funtime (Episode 1),,Apple iPhone 8 (GSM),00:27:20,00:27:20,PL (Poland)
Alicja,2020-12-09 14:55:51,00:14:27,,Ashley Garcia: Genius in Love: Part 2: Another Trip Around the Sun (Episode 6),,Apple iPhone 8 (GSM),00:29:45,00:29:45,PL (Poland)
Alicja,2020-12-09 11:38:55,01:03:29,,The Last Kids on Earth: Book 1: The Last Kids on Earth (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,01:03:29,Not latest view,PL (Poland)
Alicja,2020-12-09 11:35:28,00:16:08,,Ashley Garcia: Genius in Love: Part 2: Another Trip Around the Sun (Episode 6),,Apple iPhone 8 (GSM),00:15:58,Not latest view,PL (Poland)
Alicja,2020-12-09 10:45:27,00:29:51,,The Dragon Prince: Season 3: The Final Battle (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:31:22,00:31:22,PL (Poland)
Alicja,2020-12-09 10:04:52,00:22:06,,The Dragon Prince: Season 3: Dragonguard (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:46,00:24:46,PL (Poland)
Alicja,2020-12-09 09:40:28,00:21:33,,The Dragon Prince: Season 3: Hearts of Cinder (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:25,00:24:25,PL (Poland)
Alicja,2020-12-09 08:45:16,00:23:36,,The Dragon Prince: Season 3: Thunderfall (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:25:25,00:25:25,PL (Poland)
Alicja,2020-12-09 08:12:58,00:22:42,,The Dragon Prince: Season 3: Heroes and Masterminds (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:23,00:24:23,PL (Poland)
Alicja,2020-12-09 07:49:23,00:22:31,,The Dragon Prince: Season 3: The Midnight Desert (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:23,00:24:23,PL (Poland)
Alicja,2020-12-09 07:26:53,00:22:23,,The Dragon Prince: Season 3: Ghost (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:20,00:24:20,PL (Poland)
Alicja,2020-12-09 07:03:57,00:22:25,,The Dragon Prince: Season 3: The Crown (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:23:48,00:23:48,PL (Poland)
Alicja,2020-12-09 06:40:18,00:23:32,,The Dragon Prince: Season 3: Sol Regem (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:03,00:24:03,PL (Poland)
Alicja,2020-12-09 06:23:10,00:16:09,,The Dragon Prince: Season 2: Breathe (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:47,00:24:47,PL (Poland)
Alicja,2020-12-08 23:25:54,00:02:20,,The Crown: Season 4: Favourites (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:37:32,Not latest view,PL (Poland)
Alicja,2020-12-08 20:39:14,00:34:01,,The Crown: Season 4: Favourites (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:35:12,Not latest view,PL (Poland)
Alicja,2020-12-08 19:59:08,00:31:21,,The Crown: Season 4: Fairytale (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:43,00:53:43,PL (Poland)
Alicja,2020-12-08 17:30:10,00:34:30,,Falling Inn Love,,Apple iPhone 8 (GSM),01:33:45,Not latest view,PL (Poland)
Alicja,2020-12-08 16:56:58,00:26:35,,Ashley Garcia: Genius in Love: Part 2: Rewriting Girl Code (Episode 5),,Apple iPhone 8 (GSM),00:26:35,00:26:35,PL (Poland)
Alicja,2020-12-08 09:45:02,00:09:40,,Flipped,,Apple iPhone 8 (GSM),00:10:20,00:10:20,PL (Poland)
Alicja,2020-12-08 09:43:58,00:00:28,,Love.com,,Apple iPhone 8 (GSM),00:01:08,00:01:08,PL (Poland)
Alicja,2020-12-07 23:53:04,00:21:13,,The Crown: Season 4: Fairytale (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:22:22,Not latest view,PL (Poland)
Alicja,2020-12-07 22:39:45,00:54:38,,The Crown: Season 4: The Balmoral Test (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:10,00:54:10,PL (Poland)
Alicja,2020-12-07 22:00:56,00:36:06,,The Crown: Season 4: Gold Stick (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:51:12,00:51:12,PL (Poland)
Alicja,2020-12-07 17:53:15,00:02:47,,The Crown: Season 4: Gold Stick (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:15:25,Not latest view,PL (Poland)
Alicja,2020-12-07 13:08:16,00:03:42,,Ashley Garcia: Genius in Love: Part 2: Count Me In (Episode 4),,Apple iPhone 8 (GSM),00:26:25,00:26:25,PL (Poland)
Alicja,2020-12-07 12:34:34,00:22:53,,Ashley Garcia: Genius in Love: Part 2: Count Me In (Episode 4),,Apple iPhone 8 (GSM),00:22:53,Not latest view,PL (Poland)
Alicja,2020-12-07 12:02:26,00:27:30,,Ashley Garcia: Genius in Love: Part 2: Unintended Consequences (Episode 3),,Apple iPhone 8 (GSM),00:27:40,00:27:40,PL (Poland)
Alicja,2020-12-07 11:46:21,00:15:48,,Ashley Garcia: Genius in Love: Part 2: Failure Is Not an Option (Episode 2),,Apple iPhone 8 (GSM),00:27:04,00:27:04,PL (Poland)
Alicja,2020-12-06 23:09:16,00:11:56,,The Crown: Season 4: Gold Stick (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:12:38,Not latest view,PL (Poland)
Alicja,2020-12-06 22:24:10,00:44:56,,The Crown: Season 3: Cri de Coeur (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:21,00:58:21,PL (Poland)
Alicja,2020-12-06 20:43:48,00:12:08,,The Crown: Season 3: Cri de Coeur (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:13:24,Not latest view,PL (Poland)
Alicja,2020-12-06 20:05:16,00:35:11,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:08,00:45:08,PL (Poland)
Alicja,2020-12-06 17:17:57,00:02:40,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:10:14,Not latest view,PL (Poland)
Alicja,2020-12-06 09:45:54,00:06:04,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:07:33,Not latest view,PL (Poland)
Alicja,2020-12-06 09:08:34,00:11:07,,Ashley Garcia: Genius in Love: Part 2: Failure Is Not an Option (Episode 2),,Apple iPhone 8 (GSM),00:11:16,Not latest view,PL (Poland)
Alicja,2020-12-06 08:45:20,00:22:24,,Ashley Garcia: Genius in Love: Part 2: In Tad We Trust (Episode 1),,Apple iPhone 8 (GSM),00:25:24,00:25:24,PL (Poland)
Alicja,2020-12-06 00:57:48,00:09:16,,Ashley Garcia: Genius in Love: Part 2: In Tad We Trust (Episode 1),,Apple iPhone 8 (GSM),00:09:16,Not latest view,PL (Poland)
Alicja,2020-12-06 00:47:35,00:00:04,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:24,Not latest view,PL (Poland)
Alicja,2020-12-06 00:25:12,00:32:21,,Ashley Garcia: Genius in Love: Part 1: Go to a High School Dance (Episode 8),,Apple iPhone 8 (GSM),00:32:31,00:32:31,PL (Poland)
Alicja,2020-12-06 00:23:14,00:00:03,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:20,Not latest view,PL (Poland)
Alicja,2020-12-06 00:21:18,00:00:04,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:17,Not latest view,PL (Poland)
Alicja,2020-12-06 00:20:20,00:00:04,,How I Met Your Mother: Season 1: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,PL (Poland)
Alicja,2020-12-06 00:19:51,00:00:04,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:13,Not latest view,PL (Poland)
Alicja,2020-12-06 00:17:46,00:00:04,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,Not latest view,PL (Poland)
Alicja,2020-12-06 00:15:10,00:00:05,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,PL (Poland)
Alicja,2020-12-06 00:14:23,00:00:05,,The Crown: Season 3: Imbroglio (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,PL (Poland)
Alicja,2020-12-05 23:57:25,00:27:42,,"Ashley Garcia: Genius in Love: Part 1: Hasta La Vista, Baby (Episode 7)",,Apple iPhone 8 (GSM),00:27:51,00:27:51,PL (Poland)
Alicja,2020-12-05 23:35:25,00:21:55,,Ashley Garcia: Genius in Love: Part 1: Me Caes Bien (Episode 6),,Apple iPhone 8 (GSM),00:26:34,00:26:34,PL (Poland)
Alicja,2020-12-05 17:42:24,00:44:56,,The Crown: Season 3: Dangling Man (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:28,00:46:28,PL (Poland)
Alicja,2020-12-05 17:20:38,00:04:39,,Ashley Garcia: Genius in Love: Part 1: Me Caes Bien (Episode 6),,Apple iPhone 8 (GSM),00:04:39,Not latest view,PL (Poland)
Alicja,2020-12-05 14:46:36,00:24:17,,Ashley Garcia: Genius in Love: Part 1: No Scientific Basis Whatsoever (Episode 5),,Apple iPhone 8 (GSM),00:26:15,00:26:15,PL (Poland)
Alicja,2020-12-05 14:20:46,00:25:48,,Ashley Garcia: Genius in Love: Part 1: The Search for Intelligent Life (Episode 4),,Apple iPhone 8 (GSM),00:25:57,00:25:57,PL (Poland)
Alicja,2020-12-05 13:57:04,00:23:41,,Ashley Garcia: Genius in Love: Part 1: Haptics (Episode 3),,Apple iPhone 8 (GSM),00:23:50,00:23:50,PL (Poland)
Alicja,2020-12-05 13:29:50,00:25:47,,"Ashley Garcia: Genius in Love: Part 1: Spin, Doctor (Episode 2)",,Apple iPhone 8 (GSM),00:25:56,00:25:56,PL (Poland)
Alicja,2020-12-05 13:03:10,00:26:37,,Ashley Garcia: Genius in Love: Part 1: Breath Mint (Episode 1),,Apple iPhone 8 (GSM),00:26:37,Not latest view,PL (Poland)
Alicja,2020-12-05 10:35:11,00:00:16,,The Crown: Season 3: Dangling Man (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:28,Not latest view,PL (Poland)
Alicja,2020-12-05 10:00:36,00:26:48,,The Crown: Season 3: Moondust (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:16,00:54:16,PL (Poland)
Alicja,2020-12-05 09:28:19,00:02:35,,The Crown: Season 3: Moondust (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:27:28,Not latest view,PL (Poland)
Alicja,2020-12-05 00:20:21,00:23:18,,The Crown: Season 3: Moondust (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:53,Not latest view,PL (Poland)
Alicja,2020-12-04 18:48:03,00:00:01,Autoplayed: user action: None; ,LEGO Ninjago: Season 1 - Secrets of Forbidden Spinjitzu: Wasted True Potential (Episode 1),,Samsung 2014 MStar DTV,00:00:01,Not latest view,PL (Poland)
Alicja,2020-12-04 18:38:59,00:06:09,,The Dragon Prince: Season 2: Breathe (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:38,Not latest view,PL (Poland)
Alicja,2020-12-04 18:16:39,00:22:18,,The Dragon Prince: Season 2: The Book of Destiny (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:34,00:24:34,PL (Poland)
Alicja,2020-12-04 17:55:52,00:20:21,,The Dragon Prince: Season 2: Fire and Fury (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:44,00:24:44,PL (Poland)
Alicja,2020-12-04 17:34:12,00:21:36,,The Dragon Prince: Season 2: Heart of a Titan (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:48,Not latest view,PL (Poland)
Alicja,2020-12-04 17:10:01,00:23:51,,The Dragon Prince: Season 2: Breaking the Seal (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:12,Not latest view,PL (Poland)
Alicja,2020-12-04 17:06:45,00:02:53,,The Dragon Prince: Season 2: Voyage of the Ruthless (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:46,Not latest view,PL (Poland)
Alicja,2020-12-04 14:37:07,00:20:12,Autoplayed: user action: None; ,The Dragon Prince: Season 2: Voyage of the Ruthless (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:54,Not latest view,PL (Poland)
Alicja,2020-12-04 14:12:56,00:24:10,,The Dragon Prince: Season 2: Smoke and Mirrors (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:10,Not latest view,PL (Poland)
Alicja,2020-12-04 13:51:13,00:21:39,,The Dragon Prince: Season 2: Half Moon Lies (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:27:36,Not latest view,PL (Poland)
Alicja,2020-12-04 13:15:31,00:03:43,,The Dragon Prince: Season 2: Half Moon Lies (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:05:56,Not latest view,PL (Poland)
Alicja,2020-12-04 12:49:44,00:23:14,,The Dragon Prince: Season 2: A Secret and a Spark (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:04,Not latest view,PL (Poland)
Alicja,2020-12-04 12:46:35,00:00:50,,The Dragon Prince: Season 2: A Secret and a Spark (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:50,Not latest view,PL (Poland)
Alicja,2020-12-04 12:10:05,00:20:47,,The Dragon Prince: Season 1: Wonderstorm (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:23:00,Not latest view,PL (Poland)
Alicja,2020-12-04 11:32:28,00:22:18,,The Dragon Prince: Season 1: Cursed Caldera (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:23:51,Not latest view,PL (Poland)
Alicja,2020-12-04 10:36:46,00:24:00,,The Dragon Prince: Season 1: The Dagger and the Wolf (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:10,Not latest view,PL (Poland)
Alicja,2020-12-04 10:23:58,00:05:08,,Irreplaceable You,,Apple iPhone 8 (GSM),00:05:08,Not latest view,PL (Poland)
Alicja,2020-12-04 10:20:15,00:00:41,,No Strings Attached,,Apple iPhone 8 (GSM),00:56:48,Not latest view,PL (Poland)
Alicja,2020-12-03 23:29:06,01:30:08,,Break,,Apple iPhone 8 (GSM),01:36:12,Not latest view,PL (Poland)
Alicja,2020-12-03 23:28:39,00:00:01,,Women of Mafia: Season 1: You’ve Got One Minute (Episode 2),,Apple iPhone 8 (GSM),00:00:02,00:00:02,PL (Poland)
Alicja,2020-12-03 22:24:12,00:00:33,,The Crown: Season 3: Moondust (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:39,Not latest view,PL (Poland)
Alicja,2020-12-03 21:48:45,00:29:41,,The Crown: Season 3: Tywysog Cymru (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:25,00:53:25,PL (Poland)
Alicja,2020-12-03 21:24:31,00:21:40,,The Crown: Season 3: Tywysog Cymru (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:23:44,Not latest view,PL (Poland)
Alicja,2020-12-03 07:41:46,00:00:57,,The Crown: Season 3: Tywysog Cymru (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:03,Not latest view,PL (Poland)
Alicja,2020-12-03 07:21:12,00:19:17,,The Crown: Season 3: Coup (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:55:08,00:55:08,PL (Poland)
Alicja,2020-12-02 22:24:46,00:31:29,,The Crown: Season 3: Coup (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:36:16,Not latest view,PL (Poland)
Alicja,2020-12-02 12:10:50,01:23:04,,Christmas Wonderland,,Apple iPhone 8 (GSM),01:23:14,01:23:14,PL (Poland)
Alicja,2020-12-02 12:09:10,00:00:05,,Bad Luck Good Love,,Apple iPhone 8 (GSM),01:14:03,Not latest view,PL (Poland)
Alicja,2020-12-02 12:04:14,00:00:02,,Swiped,,Apple iPhone 8 (GSM),00:01:52,00:01:52,PL (Poland)
Alicja,2020-12-02 01:19:06,01:24:12,,Midnight at the Magnolia,,Apple iPhone 8 (GSM),01:24:22,01:24:22,PL (Poland)
Alicja,2020-12-01 23:39:30,00:03:46,,The Crown: Season 3: Coup (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:04:55,Not latest view,PL (Poland)
Alicja,2020-12-01 22:38:35,00:49:45,,The Crown: Season 3: Bubbikins (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:35,00:57:35,PL (Poland)
Alicja,2020-12-01 19:23:30,00:02:36,,The Crown: Season 3: Bubbikins (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:08:31,Not latest view,PL (Poland)
Alicja,2020-12-01 18:16:59,00:00:11,,The Crown: Season 3: Bubbikins (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:05:02,Not latest view,PL (Poland)
Alicja,2020-12-01 16:56:50,01:17:58,Autoplayed: user action: Unspecified; ,The SpongeBob Movie: Sponge on the Run,,Samsung 2014 MStar DTV,01:17:46,Not latest view,PL (Poland)
Alicja,2020-12-01 00:52:51,00:04:45,,The Crown: Season 3: Bubbikins (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:04:51,Not latest view,PL (Poland)
Alicja,2020-11-30 23:52:54,00:40:18,,The Crown: Season 3: Aberfan (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:03,00:53:03,PL (Poland)
Alicja,2020-11-30 22:33:20,00:00:17,,The Crown: Season 3: Aberfan (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:25,Not latest view,PL (Poland)
Alicja,2020-11-30 18:25:51,00:38:50,,Under the Riccione Sun,,Apple iPhone 8 (GSM),01:38:34,01:38:34,PL (Poland)
Alicja,2020-11-30 18:24:51,00:00:07,,A Christmas Prince,,Apple iPhone 8 (GSM),00:00:28,Not latest view,PL (Poland)
Alicja,2020-11-30 13:21:49,00:00:01,,The Crown: Season 3: Aberfan (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:03:00,Not latest view,PL (Poland)
Alicja,2020-11-30 00:56:34,00:02:53,,The Crown: Season 3: Aberfan (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:59,Not latest view,PL (Poland)
Alicja,2020-11-30 00:32:17,00:24:16,,The Crown: Season 3: Margaretology (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:33,00:45:33,PL (Poland)
Alicja,2020-11-29 23:31:10,00:20:01,,The Crown: Season 3: Margaretology (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:16,Not latest view,PL (Poland)
Alicja,2020-11-29 23:01:53,00:29:15,,The Crown: Season 3: Olding (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:37,00:45:37,PL (Poland)
Alicja,2020-11-29 22:18:25,00:05:38,,The Crown: Season 3: Olding (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:16:21,Not latest view,PL (Poland)
Alicja,2020-11-29 19:35:14,00:09:31,,The Crown: Season 3: Olding (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:10:43,Not latest view,PL (Poland)
Alicja,2020-11-29 19:14:04,00:21:06,,The Crown: Season 2: Mystery Man (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:38,00:57:38,PL (Poland)
Alicja,2020-11-29 15:18:37,00:08:30,,The Crown: Season 2: Mystery Man (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:37:28,Not latest view,PL (Poland)
Alicja,2020-11-29 13:45:41,00:27:45,,The Crown: Season 2: Mystery Man (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:28:58,Not latest view,PL (Poland)
Alicja,2020-11-29 13:41:28,00:04:13,,The Crown: Season 2: Paterfamilias (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:12,00:58:12,PL (Poland)
Alicja,2020-11-29 11:13:24,00:41:47,,The Crown: Season 2: Paterfamilias (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:59,Not latest view,PL (Poland)
Alicja,2020-11-29 01:51:38,00:10:12,,The Crown: Season 2: Paterfamilias (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:11:25,Not latest view,PL (Poland)
Alicja,2020-11-29 00:56:53,00:54:42,,The Crown: Season 2: Dear Mrs. Kennedy (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:55:18,00:55:18,PL (Poland)
Alicja,2020-11-28 23:51:18,00:57:15,,The Crown: Season 2: Matrimonium (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:28,00:58:28,PL (Poland)
Alicja,2020-11-28 23:40:37,00:10:40,,The Crown: Season 2: Vergangenheit (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:44,00:59:44,PL (Poland)
Alicja,2020-11-28 21:31:03,00:24:22,,The Princess Switch: Switched Again,,Apple iPhone 8 (GSM),01:34:48,01:34:48,PL (Poland)
Alicja,2020-11-28 14:53:31,00:00:01,,The Crown: Season 2: Vergangenheit (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:49:04,Not latest view,PL (Poland)
Alicja,2020-11-28 02:50:51,00:12:28,,The Princess Switch: Switched Again,,Apple iPhone 8 (GSM),01:08:16,Not latest view,PL (Poland)
Alicja,2020-11-28 01:36:14,00:47:43,,The Princess Switch: Switched Again,,Apple iPhone 8 (GSM),00:55:48,Not latest view,PL (Poland)
Alicja,2020-11-28 01:03:53,00:29:29,,The Crown: Season 2: Vergangenheit (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:49:03,Not latest view,PL (Poland)
Alicja,2020-11-28 00:18:32,00:08:05,,The Princess Switch: Switched Again,,Apple iPhone 8 (GSM),00:07:55,Not latest view,PL (Poland)
Alicja,2020-11-28 00:11:33,00:00:03,,Free Rein: Season 2: Rivals (Episode 1),,Apple iPhone 8 (GSM),00:00:03,00:00:03,PL (Poland)
Alicja,2020-11-28 00:09:31,00:00:04,,Valeria: Season 1: The Impostor (Episode 1),,Apple iPhone 8 (GSM),00:00:04,Not latest view,PL (Poland)
Alicja,2020-11-27 15:56:15,00:17:34,,How to Train Your Dragon: The Hidden World,,Netflix Chrome MAC (Cadmium) HTML 5,01:28:13,01:28:13,PL (Poland)
Alicja,2020-11-27 14:45:27,01:09:33,,How to Train Your Dragon: The Hidden World,,Netflix Chrome MAC (Cadmium) HTML 5,01:09:28,Not latest view,PL (Poland)
Alicja,2020-11-26 22:31:45,00:18:20,,The Crown: Season 2: Vergangenheit (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:34,Not latest view,PL (Poland)
Alicja,2020-11-26 21:51:44,00:40:00,,The Crown: Season 2: Marionettes (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:07,00:59:07,PL (Poland)
Alicja,2020-11-26 20:27:01,00:17:54,,The Crown: Season 2: Marionettes (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:07,Not latest view,PL (Poland)
Alicja,2020-11-26 20:10:02,00:16:58,,The Crown: Season 2: Beryl (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:58:52,00:58:52,PL (Poland)
Alicja,2020-11-26 09:39:01,00:04:20,,The Queen's Gambit: Limited Series: Middle Game (Episode 4),,Apple iPhone 8 (GSM),00:43:59,Not latest view,PL (Poland)
Alicja,2020-11-26 09:38:34,00:00:10,,The Queen's Gambit: Limited Series: Fork (Episode 5),,Apple iPhone 8 (GSM),00:00:05,Not latest view,PL (Poland)
Alicja,2020-11-26 09:37:58,00:00:03,,The Queen's Gambit: Limited Series: Doubled Pawns (Episode 3),,Apple iPhone 8 (GSM),00:44:24,Not latest view,PL (Poland)
Alicja,2020-11-26 09:37:51,00:00:01,,The Queen's Gambit: Limited Series: Openings (Episode 1),,Apple iPhone 8 (GSM),00:00:22,Not latest view,PL (Poland)
Alicja,2020-11-25 23:43:33,00:32:53,,The Crown: Season 2: Beryl (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:54,Not latest view,PL (Poland)
Alicja,2020-11-25 00:10:34,00:07:53,,The Crown: Season 2: Beryl (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:09:01,Not latest view,PL (Poland)
Alicja,2020-11-24 22:41:29,00:53:07,,The Crown: Season 2: Lisbon (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:18,00:54:18,PL (Poland)
Alicja,2020-11-24 21:39:51,00:41:24,,The Crown: Season 2: A Company of Men (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:52:43,00:52:43,PL (Poland)
Alicja,2020-11-24 19:42:39,00:00:40,,Anne with an E: Season 1: Your Will Shall Decide Your Destiny (Episode 1),,Apple iPhone 8 (GSM),00:00:42,Not latest view,PL (Poland)
Alicja,2020-11-24 14:04:06,00:10:05,,The Crown: Season 2: A Company of Men (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:11:19,Not latest view,PL (Poland)
Alicja,2020-11-24 14:01:44,00:02:19,,The Crown: Season 2: Misadventure (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:54:44,00:54:44,PL (Poland)
Alicja,2020-11-24 11:41:21,00:05:39,,The Crown: Season 2: Misadventure (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:52:25,Not latest view,PL (Poland)
Alicja,2020-11-24 00:12:17,00:45:35,,The Crown: Season 2: Misadventure (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:46,Not latest view,PL (Poland)
Alicja,2020-11-23 22:52:55,00:52:16,Autoplayed: user action: None; ,The Crown: Season 1: Gloriana (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:53:31,00:53:31,PL (Poland)
Alicja,2020-11-23 21:36:43,00:57:57,,The Crown: Season 1: Assassins (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:59:09,00:59:09,PL (Poland)
Alicja,2020-11-23 20:54:00,00:38:16,,The Crown: Season 1: Pride & Joy (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:08,00:57:08,PL (Poland)
Alicja,2020-11-23 11:21:28,00:05:37,,3Below: Tales of Arcadia: Part 1: Flying the Coop (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:23:04,00:23:04,PL (Poland)
Alicja,2020-11-23 00:22:59,00:44:01,,Insatiable: Season 1: Miss Bareback Buckaroo (Episode 3),,Apple iPhone 8 (GSM),00:44:01,00:44:01,PL (Poland)
Alicja,2020-11-23 00:22:49,00:00:06,,Insatiable: Season 1: Skinny Is Magic (Episode 2),,Apple iPhone 8 (GSM),00:38:21,00:38:21,PL (Poland)
Alicja,2020-11-22 20:08:35,00:20:12,,Insatiable: Season 1: Skinny Is Magic (Episode 2),,Apple iPhone 8 (GSM),00:20:07,Not latest view,PL (Poland)
Alicja,2020-11-22 13:39:45,00:09:53,,The Crown: Season 1: Pride & Joy (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:12,Not latest view,PL (Poland)
