person_id,id,name,character,role
552950,tm948,David Boliver,Bert,ACTOR
519766,tm948,Margo Cunningham,Landlady,ACTOR
121078,tm948,Rosalie Williams,Nurse,ACTOR
1238121,tm948,Veronica Howard,Gladys,ACTOR
1238122,tm948,Moira Kaye,Doris,ACTOR
72347,tm948,Tony Richardson,,DIRECTOR
57447,tm16584,Akira Kubo,Katsuo Yamabe,ACTOR
33205,tm16584,Jun Tazaki,Dr. Yoshido,ACTOR
225853,tm16584,Yukiko Kobayashi,Kyoko Manabe,ACTOR
57449,tm16584,Yoshio Tsuchiya,Dr. Otani,ACTOR
531773,tm16584,Chōtarō Tōgin,Ogata,ACTOR
95554,tm16584,Yoshifumi Tajima,General,ACTOR
203088,tm16584,Kenji Sahara,Commander Nishikawa,ACTOR
557398,tm16584,Heihachirô Ôkawa,Engineer,ACTOR
538849,tm16584,Kyôko Ai,Kilaak Queen,ACTOR
214044,tm16584,Andrew Hughes,Dr. Stevenson,ACTOR
95365,tm16584,Ikio Sawamura,Old Farmer,ACTOR
538850,tm16584,Yoshio Katsuda,Young Scientist,ACTOR
214045,tm16584,Hisaya Itô,Major Tada,ACTOR
57456,tm16584,Yutaka Sada,Police Officer,ACTOR
538851,tm16584,Hiroshi Okada,Hospital Doctor,ACTOR
403038,tm16584,Hideo Shibuya,1st Reporter,ACTOR
95382,tm16584,Nadao Kirino,1st Detective,ACTOR
538852,tm16584,Yutaka Oka,2nd Detective,ACTOR
105777,tm16584,Kamayuki Tsubono,3rd Detective,ACTOR
531772,tm16584,Seishirô Kuno,SY-3 Engineer,ACTOR
538853,tm16584,Ken'ichirô Maruyama,Moon Base Employee,ACTOR
538856,tm16584,Kenzo Echigo,SY-3 Engineer,ACTOR
224711,tm16584,Wataru Ômae,SY-3 Astronaut,ACTOR
95381,tm16584,Naoya Kusakawa,SY-3 Astronaut,ACTOR
522180,tm16584,Kazuo Suzuki,Kilaak Controlled Staffer (uncredited),ACTOR
225900,tm16584,Tôru Ibuki,Kilaak Controlled Staffer (uncredited),ACTOR
172233,tm16584,Susumu Kurobe,Kilaak Controlled Staffer (uncredited),ACTOR
95565,tm16584,Minoru Itô,Kilaak Controlled Staffer (uncredited),ACTOR
95392,tm16584,Rinsaku Ogata,1st Officer (uncredited),ACTOR
95391,tm16584,Haruya Sakamoto,2nd Officer (uncredited),ACTOR
224712,tm16584,Yukihiko Gondô,Soldier (uncredited),ACTOR
538854,tm16584,Rei Maki,Kilaak (uncredited),ACTOR
538855,tm16584,Masaaki Tachibana,Officer Announcing Monsters' Arrival (uncredited),ACTOR
538857,tm16584,Saburô Iketani,News Reader (uncredited),ACTOR
225852,tm16584,Atsuko Takahashi,Kilaak (uncredited),ACTOR
538859,tm16584,Yoshio Miyata,Kilaak (uncredited),ACTOR
538858,tm16584,Ari Segawa,Kilaak (uncredited),ACTOR
538860,tm16584,Kyoko Mori,Kilaak (uncredited),ACTOR
536636,tm16584,Midori Uchiyama,Kilaak (uncredited),ACTOR
538861,tm16584,Wakako Tanabe,Kilaak (uncredited),ACTOR
538866,tm16584,Michiko Ishii,Kilaak (uncredited),ACTOR
224397,tm16584,Haruo Nakajima,Godzilla / Military Advisor,ACTOR
536639,tm16584,Yû Sekita,Anguirus,ACTOR
538862,tm16584,Teruo Nigaki,Rodan,ACTOR
538863,tm16584,Susumu Utsumi,King Ghidorah,ACTOR
536640,tm16584,'Little Man' Machan,Minilla,ACTOR
33227,tm16584,Ishirō Honda,,DIRECTOR
26187,tm103419,Burt Lancaster,1st Sgt. Milton Warden,ACTOR
26188,tm103419,Montgomery Clift,Pvt. Robert E. Lee 'Prew' Prewitt,ACTOR
26189,tm103419,Deborah Kerr,Karen Holmes,ACTOR
26190,tm103419,Donna Reed,Alma 'Lorene' Burke,ACTOR
10550,tm103419,Frank Sinatra,Pvt. Angelo Maggio,ACTOR
26191,tm103419,Philip Ober,Capt. Dana Holmes,ACTOR
26192,tm103419,Mickey Shaughnessy,Cpl. Leva,ACTOR
26193,tm103419,Harry Bellaver,Pvt. Mazzioli,ACTOR
1050,tm103419,Ernest Borgnine,Sgt. James R. 'Fatso' Judson,ACTOR
8036,tm103419,Jack Warden,Cpl. Buckley,ACTOR
26194,tm103419,John Dennis,Sgt. Ike Galovitch,ACTOR
26195,tm103419,Merle Travis,Sal Anderson,ACTOR
26196,tm103419,Tim Ryan,Sgt. Pete Karelsen,ACTOR
562262,tm103419,Arthur Keegan,Treadwell,ACTOR
209926,tm103419,Barbara Morrison,Mrs. Kipfer,ACTOR
26197,tm103419,Claude Akins,Sgt. 'Baldy' Dhom (uncredited),ACTOR
58064,tm103419,Don Dubbins,Pvt. Friday Clark (uncredited),ACTOR
113448,tm103419,Kristine Miller,Georgette (uncredited),ACTOR
13307,tm103419,George Reeves,Sgt. Maylon Stark (uncredited),ACTOR
95864,tm103419,Jean Willes,Annette (uncredited),ACTOR
511535,tm103419,Delia Salvi,Billie (uncredited),ACTOR
21691,tm103419,Fred Zinnemann,,DIRECTOR
15246,tm113170,Orson Welles,Gregory Arkadin,ACTOR
30857,tm113170,Michael Redgrave,Burgomil Trebitsch,ACTOR
74937,tm113170,Patricia Medina,Mily,ACTOR
35457,tm113170,Akim Tamiroff,Jakob Zouk,ACTOR
47760,tm113170,Mischa Auer,The Professor,ACTOR
561356,tm113170,Paola Mori,Raina Arkadin,ACTOR
37178,tm113170,Peter van Eyck,Thaddeus,ACTOR
28669,tm113170,Grégoire Aslan,Bracco,ACTOR
94042,tm113170,Katina Paxinou,Sophie,ACTOR
39537,tm113170,Suzanne Flon,Baroness Nagel,ACTOR
73949,tm113170,Robert Arden,Guy Van Stratten,ACTOR
71605,tm113170,Jack Watling,Marquis of Rutleigh,ACTOR
557943,tm113170,Frédéric O'Brady,Oscar,ACTOR
45714,tm113170,Tamara Shayne,Woman in Apartment,ACTOR
13688,tm113170,Terence Longdon,Secretary,ACTOR
129387,tm113170,Annabel Buffet,Parisian woman with bread,ACTOR
10079,tm113170,Gert Fröbe,First Policeman - Munich,ACTOR
123115,tm113170,Eduard Linkers,Second Policeman - Munich,ACTOR
561357,tm113170,Manuel Requena,General Martinez,ACTOR
15246,tm113170,Orson Welles,,DIRECTOR
564303,tm58684,Carlo Battisti,Umberto Domenico Ferrari,ACTOR
214102,tm58684,Maria Pia Casilio,Maria,ACTOR
564304,tm58684,Lina Gennari,"Antonia, la padrona di case",ACTOR
291819,tm58684,Elena Rea,La suora all' ospedale,ACTOR
71784,tm58684,Memmo Carotenuto,Il degente all' ospedale,ACTOR
564305,tm58684,Ileana Simova,La donna nella camera di Umberto,ACTOR
564307,tm58684,Alberto Albani Barbieri,L'amico di Antonia (uncredited),ACTOR
83269,tm58684,Lamberto Maggiorani,(uncredited),ACTOR
2284401,tm58684,De Silva,Battistini (uncredited),ACTOR
1062668,tm58684,Pasquale Campagnola,(uncredited),ACTOR
763326,tm58684,Riccardo Ferri,(uncredited),ACTOR
62021,tm58684,Vittorio De Sica,,DIRECTOR
125722,tm109203,Machiko Kyō,Lady Wakasa,ACTOR
155050,tm109203,Mitsuko Mito,Ohama,ACTOR
212676,tm109203,Kinuyo Tanaka,Miyagi,ACTOR
29793,tm109203,Masayuki Mori,Genjurô,ACTOR
137396,tm109203,Eitarō Ozawa,Tôbei,ACTOR
137400,tm109203,Sugisaku Aoyama,Old Priest,ACTOR
561507,tm109203,Mitsusaburō Ramon,Captain of Tamba Soldiers,ACTOR
543906,tm109203,Ryōsuke Kagawa,Village Master,ACTOR
29796,tm109203,Kichijirô Ueda,Shop Owner,ACTOR
154232,tm109203,Shōzō Nanbu,Shintô Priest,ACTOR
533240,tm109203,Kikue Mōri,Ukon,ACTOR
563400,tm109203,Ryūzaburō Mitsuoka,Soldier,ACTOR
562682,tm109203,Ichirô Amano,Boatsman,ACTOR
547710,tm109203,Eigorô Onoe,Knight,ACTOR
217205,tm109203,Saburo Date,Vassal,ACTOR
562290,tm109203,Fumihiko Yokoyama,Meshiro,ACTOR
1382342,tm109203,Ichisaburo Sawamura,Genichi,ACTOR
1382357,tm109203,Koji Murata,,ACTOR
543877,tm109203,Yukio Horikita,Armored knight,ACTOR
520679,tm109203,Akira Shimizu,Armored knight,ACTOR
131062,tm109203,Shuntaro Tamamura,Armored knight,ACTOR
574444,tm109203,Shirō Osaki,Armored knight,ACTOR
551063,tm109203,Toshio Chiba,Armored knight,ACTOR
563407,tm109203,Hachiro Okuni,Brothel armored knight,ACTOR
767389,tm109203,Shirô Miura,Brothel guest,ACTOR
539923,tm109203,Hajime Koshikawa,,ACTOR
914013,tm109203,Tetsu Mikami,Brothel guest,ACTOR
548460,tm109203,Jun Fujikawa,Defeated soldier,ACTOR
563404,tm109203,Takaji Fukui,Defeated soldier,ACTOR
819513,tm109203,Eiji Ishikura,Defeated soldier,ACTOR
1382346,tm109203,Tokurin Takeda,Defeated soldier,ACTOR
734770,tm109203,Koji Kanda,Defeated soldier,ACTOR
549859,tm109203,Masayoshi Kikuno,Chôhatsu's soldier,ACTOR
567263,tm109203,Michio Yuri,Chôhatsu's soldier,ACTOR
1382252,tm109203,Sô Funagami,,ACTOR
562679,tm109203,Shigeru Hasegawa,,ACTOR
547825,tm109203,Teruko Omi,Prostitute,ACTOR
539919,tm109203,Keiko Koyanagi,Prostitute,ACTOR
562824,tm109203,Masako Tomura,Prostitute,ACTOR
554027,tm109203,Tokiko Mita,Lady attendant,ACTOR
1382389,tm109203,Tokuko Ueda,Lady attendant,ACTOR
1298268,tm109203,Sachiko Soma,,ACTOR
560263,tm109203,Reiko Kongō,Old Woman in Brothel,ACTOR
932880,tm109203,Ikkei Tamaki,Villager,ACTOR
138494,tm109203,Kenji Mizoguchi,,DIRECTOR
124534,tm10466,Florence Delay,Jeanne d'Arc,ACTOR
551617,tm10466,Jean-Claude Fourneau,Bishop Cauchon,ACTOR
551618,tm10466,Roger Honorat,Jean Beaupere,ACTOR
551619,tm10466,Marc Jacquier,Jean Lemaitre,ACTOR
551620,tm10466,Jean Gillibert,Jean de Châtillon,ACTOR
551621,tm10466,Michel Herubel,Isambert de la Pierre,ACTOR
551624,tm10466,André Régnier,D'Estivet,ACTOR
1629575,tm10466,Arthur Le Bau,Jean Massieu,ACTOR
1629579,tm10466,Marcel Darbaud,Nicolas de Houppeville,ACTOR
1629581,tm10466,Philippe Dreux,Martin Ladvenu,ACTOR
1629583,tm10466,Paul-Robert Mimet,Guillaume Erard,ACTOR
184058,tm10466,Gérard Zingg,Jean-Lohier,ACTOR
65494,tm10466,Robert Bresson,,DIRECTOR
105993,tm44575,Setsuko Hara,Akiko,ACTOR
95362,tm44575,Yōko Tsukasa,"Noriko, second daughter",ACTOR
222506,tm44575,Michiyo Aratama,"Fumiko, eldest daughter",ACTOR
57441,tm44575,Keiju Kobayashi,"Hisao, Fumiko's husband",ACTOR
95549,tm44575,Masahiko Shimazu,"Masao, their son",ACTOR
102973,tm44575,Hisaya Morishige,Isomura Eiichirou,ACTOR
105764,tm44575,Chieko Naniwa,Sasaki Tsune,ACTOR
57442,tm44575,Reiko Dan,"Yuriko, her daughter",ACTOR
105995,tm44575,Haruko Sugimura,Katou Shige,ACTOR
29798,tm44575,Daisuke Katō,Kitagawa Yanosuke,ACTOR
33213,tm44575,Haruko Tôgô,Kitagawa Teruko,ACTOR
168393,tm44575,Yumi Shirakawa,Nakanishi Takako,ACTOR
135002,tm44575,Akira Takarada,Teramoto Tadashi,ACTOR
95367,tm44575,Kyū Sazanka,"Yamaguchi, chief clerk",ACTOR
105767,tm44575,Yū Fujiki,Maruyama Rokutarou,ACTOR
43843,tm44575,Chishū Ryū,Farmer,ACTOR
223899,tm44575,Tatsuo Endō,Banpei's brother,ACTOR
219697,tm44575,Yūko Mochizuki,Farmer's wife,ACTOR
131169,tm44575,Asao Uchida,Isha (doctor),ACTOR
524509,tm44575,Ganjirô Nakamura II,Kohayagawa Manbei,ACTOR
106013,tm44575,Yasujirō Ozu,,DIRECTOR
22451,tm16311,Charles Laughton,Henry Horatio Hobson,ACTOR
24595,tm16311,John Mills,William Mossop,ACTOR
16489,tm16311,Brenda De Banzie,Maggie Hobson,ACTOR
530806,tm16311,Daphne Anderson,Alice Hobson,ACTOR
214024,tm16311,Joseph Tomelty,Jim Heeler,ACTOR
58660,tm16311,Richard Wattis,Albert Prosser,ACTOR
55443,tm16311,Prunella Scales,Vicky Hobson,ACTOR
110666,tm16311,Derek Blomfield,Freddy Beenstock,ACTOR
27741,tm16311,Helen Haye,Mrs. Hepworth,ACTOR
152168,tm16311,Julien Mitchell,Sam Minns,ACTOR
598672,tm16311,Gibb McLaughlin,Tudsbury,ACTOR
150927,tm16311,Philip Stainton,Denton,ACTOR
88927,tm16311,Dorothy Gordon,Ada Figgins,ACTOR
153249,tm16311,Madge Brindley,Mrs. Figgins,ACTOR
27739,tm16311,John Laurie,Dr. McFarlane,ACTOR
94877,tm16311,Raymond Huntley,Nathaniel Beenstock,ACTOR
562284,tm16311,Jack Howarth,Tubby Wadlow,ACTOR
222666,tm16311,Herbert C. Walton,Printer,ACTOR
137654,tm16311,Edie Martin,Old Lady Buying Shoelaces,ACTOR
561261,tm16311,Leonard Sharp,Tailor who rents shop to William Mossop,ACTOR
154264,tm16311,Robert Brooks Turner,Beanstock Worker Who Finds Hobson in Cellar,ACTOR
15802,tm16311,David Lean,,DIRECTOR
138372,tm106126,Åke Grönberg,Albert Johansson,ACTOR
14924,tm106126,Harriet Andersson,Anne,ACTOR
132928,tm106126,Hasse Ekman,Frans,ACTOR
25603,tm106126,Anders Ek,Frost,ACTOR
25607,tm106126,Gudrun Brost,Alma,ACTOR
551675,tm106126,Annika Tretow,Agda,ACTOR
25605,tm106126,Erik Strandmark,Jens,ACTOR
23725,tm106126,Gunnar Björnstrand,Mr. Sjuberg,ACTOR
546851,tm106126,Curt Löwgren,Blom,ACTOR
137895,tm106126,Kiki,The Dwarf,ACTOR
549109,tm106126,Julie Bernby,Tightrope-dancer,ACTOR
23728,tm106126,Åke Fridell,,ACTOR
699305,tm106126,Majken Torkeli,,ACTOR
1925933,tm106126,Vanje Hedberg,,ACTOR
151638,tm106126,Hanny Schedin,,ACTOR
1301823,tm106126,Göran Lundqvist,,ACTOR
544172,tm106126,Eric Gustafson,,ACTOR
1925553,tm106126,Michael Fant,,ACTOR
1925673,tm106126,Konrad Gyllenhammar,,ACTOR
1925547,tm106126,Mona Sylwan,,ACTOR
151642,tm106126,Naemi Briese,,ACTOR
224352,tm106126,Lissi Alandh,,ACTOR
540098,tm106126,Karl-Axel Forssberg,,ACTOR
132930,tm106126,Olav Riégo,,ACTOR
616599,tm106126,John Starck,,ACTOR
560461,tm106126,Erna Groth,,ACTOR
137953,tm106126,Agda Helin,,ACTOR
1925849,tm106126,Sigvard Törnqvist,,ACTOR
569894,tm106126,John W. Björling,,ACTOR
1925509,tm106126,Gunborg Larsson,,ACTOR
1925966,tm106126,Gunnar Lindberg,,ACTOR
23732,tm106126,Ingmar Bergman,,DIRECTOR
427640,tm67454,Jitka Cerhová,Marie I,ACTOR
427638,tm67454,Ivana Karbanová,Marie II,ACTOR
427648,tm67454,Julius Albert,Elderly Gentleman,ACTOR
256176,tm67454,Jan Klusák,Young Gentleman,ACTOR
427642,tm67454,Marie Češková,Woman in toilet,ACTOR
427643,tm67454,Jiřina Myšková,,ACTOR
2348238,tm67454,Marcela Březinová,Toilet Keeper,ACTOR
2355436,tm67454,Oldřich Hora,,ACTOR
2326922,tm67454,Václav Chochola,,ACTOR
1616641,tm67454,Jaromír Vomáčka,,ACTOR
542358,tm67454,Josef Koníček,,ACTOR
677835,tm67454,František Uldrich,,ACTOR
554066,tm67454,Oldřich Bašus,,ACTOR
2355416,tm67454,A. Drábek,,ACTOR
2328019,tm67454,J. Hrubý,,ACTOR
2355407,tm67454,Robert Kühnel,,ACTOR
2355314,tm67454,J. Laufer,,ACTOR
1277518,tm67454,L. Nedvěd,,ACTOR
2355394,tm67454,J. Pech,,ACTOR
2355426,tm67454,J. Tesárek,,ACTOR
2355357,tm67454,J. Bartoš,,ACTOR
1171210,tm67454,Miloslava Babůrková,,ACTOR
2355272,tm67454,V. Zikmund,,ACTOR
69362,tm67454,Jiří Menzel,Jan (voice),ACTOR
148956,tm67454,Věra Chytilová,,DIRECTOR
7071,tm74276,Russ Tamblyn,Dr. Paul Stewart,ACTOR
135004,tm74276,Kumi Mizuno,Akemi,ACTOR
203088,tm74276,Kenji Sahara,Dr. Yuzo Majida,ACTOR
95545,tm74276,Nobuo Nakamura,Dr. Kita,ACTOR
33205,tm74276,Jun Tazaki,General,ACTOR
214045,tm74276,Hisaya Itô,Police Chief,ACTOR
95554,tm74276,Yoshifumi Tajima,Police Officer,ACTOR
403030,tm74276,Ren Yamamoto,Sailor,ACTOR
53382,tm74276,Kipp Hamilton,Singer,ACTOR
95567,tm74276,Kôzô Nomura,General's Aide,ACTOR
95382,tm74276,Nadao Kirino,Soldier,ACTOR
95375,tm74276,Shôichi Hirose,Soldier,ACTOR
361322,tm74276,Tadashi Okabe,Defiant Reporter,ACTOR
403038,tm74276,Hideo Shibuya,Skeptical Reporter,ACTOR
95365,tm74276,Ikio Sawamura,Fisherman #1,ACTOR
531772,tm74276,Seishirô Kuno,Fisherman #2,ACTOR
403025,tm74276,Someshô Matsumoto,Official,ACTOR
522176,tm74276,Gorô Mutsumi,Dr. Paul Stewart (voice),ACTOR
224397,tm74276,Haruo Nakajima,Gaira,ACTOR
536639,tm74276,Yû Sekita,Sanda,ACTOR
105767,tm74276,Yū Fujiki,(uncredited),ACTOR
33227,tm74276,Ishirō Honda,,DIRECTOR
560079,tm101406,Kanu Bannerjee,Harihar Ray,ACTOR
598929,tm101406,Karuna Banerjee,Sarbojaya Ray,ACTOR
554006,tm101406,Smaran Ghosal,Teenage Apu,ACTOR
557139,tm101406,Pinaki Sengupta,Young Apu,ACTOR
560080,tm101406,Santi Gupta,Ginnima,ACTOR
560081,tm101406,Ramani Sengupta,Bhabataran,ACTOR
552359,tm101406,Ranibala,Teliginni,ACTOR
560082,tm101406,Sudipta Roy,Nirupama,ACTOR
560083,tm101406,Ajay Mitra,Anil,ACTOR
546622,tm101406,Charuprakash Ghosh,Nanda,ACTOR
560084,tm101406,Subodh Ganguli,Headmaster,ACTOR
560085,tm101406,Hemanta Chatterjee,Professor,ACTOR
560087,tm101406,Kamala Adhikari,Mokshada,ACTOR
560086,tm101406,Lalchand Banerjee,Lahiri,ACTOR
225996,tm101406,Kali Bannerjee,Kathak,ACTOR
560088,tm101406,Panchanan Bhattacharya,,ACTOR
560089,tm101406,Debabrata Chakraborty,,ACTOR
560090,tm101406,Harendrakumar Chakravarti,Doctor,ACTOR
560091,tm101406,Meenakshi Devi,Pandey's wife,ACTOR
560092,tm101406,Anil Mukherjee,Abinash,ACTOR
560093,tm101406,Shibnarayan Nag,,ACTOR
560098,tm101406,Bhaganu Palwan,Palwan,ACTOR
560096,tm101406,K.S. Pandey,Pandey,ACTOR
560095,tm101406,Saraswati Pandey,,ACTOR
560094,tm101406,Kalicharan Roy,"Akhil, press owner",ACTOR
560097,tm101406,Keya Sengupta,,ACTOR
553152,tm101406,Mani Srimani,Inspector,ACTOR
560099,tm101406,Udayshankar Tiwari,,ACTOR
210814,tm101406,Satyajit Ray,,DIRECTOR
17546,tm76011,Judy Davis,Sybylla Melvyn,ACTOR
7033,tm76011,Sam Neill,Harry Beecham,ACTOR
116480,tm76011,Wendy Hughes,Aunt Helen,ACTOR
60601,tm76011,Robert Grubb,Frank Hawdon,ACTOR
6965,tm76011,Max Cullen,Mr. McSwatt,ACTOR
303913,tm76011,Aileen Britton,Grandma Bossier,ACTOR
11869,tm76011,Peter Whitford,Uncle Julius,ACTOR
512990,tm76011,Patricia Kennedy,Aunt Gussie,ACTOR
89543,tm76011,Alan Hopgood,Father,ACTOR
40881,tm76011,Julia Blake,Mother,ACTOR
66309,tm76011,David Franklin,Horace,ACTOR
512992,tm76011,Marion Shad,Gertie,ACTOR
512993,tm76011,Aaron Wood,Stanley,ACTOR
512996,tm76011,Sue Davies,Aurora,ACTOR
121966,tm76011,Gordon Piper,Barman,ACTOR
530613,tm76011,Basil Clarke,Butler,ACTOR
2353665,tm76011,James Moss,Pub Drinker,ACTOR
1323388,tm76011,Suzanne Roylance,Biddie,ACTOR
2353588,tm76011,Zelda Smyth,Ethel,ACTOR
2353745,tm76011,Bobbie Ward,Mrs. Butler,ACTOR
2353705,tm76011,Amanda Pratt,Blanche Derrick,ACTOR
1824844,tm76011,Dorothy St. Heaps,Mrs. Derrick,ACTOR
10098,tm76011,Gerry Duggan,Squatter,ACTOR
337210,tm76011,Babs McMillan,Miss Benson,ACTOR
11872,tm76011,Carole Skinner,Mrs. McSwatt,ACTOR
2353777,tm76011,Tony Hughes,Peter McSwat,ACTOR
777653,tm76011,Tina Robinson Hansen,Lizer McSwat,ACTOR
2353526,tm76011,Aaron Corrin,Jimmy McSwat,ACTOR
2353707,tm76011,Sharon Crouch,Sarah McSwat,ACTOR
202724,tm76011,Robert Austin,Willie McSwat,ACTOR
215381,tm76011,Mark Spain,Tommy McSwat,ACTOR
108008,tm76011,Simone Buchanan,Mary Anne,ACTOR
2353654,tm76011,Hayley Joye,Rosie Jane,ACTOR
2353739,tm76011,Kathleen Percival,Baby,ACTOR
100498,tm76011,Ray Meagher,Mailman (uncredited),ACTOR
49931,tm76011,Gillian Armstrong,,DIRECTOR
540999,tm13792,Patricia Ree Gilbert ,Herself / Actress Testing for Alice,ACTOR
41400,tm13792,Don Fellows,Himself / Actor Testing for Freddy,ACTOR
1476904,tm13792,Jonathan Gordon,Himself / Soundman,ACTOR
499952,tm13792,William Greaves,Himself / Director,ACTOR
45787,tm13792,Susan Anspach,Herself / Actress Testing for Alice (uncredited),ACTOR
1174680,tm13792,Audrey Heningham,Black Lady Clapping Her Hands (uncredited),ACTOR
430186,tm13792,Stevan Larner,Himself / Cameraman (uncredited),ACTOR
555745,tm13792,Terence Macartney-Filgate,Himself / Cameraman (uncredited),ACTOR
1476907,tm13792,Maria Zeheri,Herself / Camera Assistant (uncredited),ACTOR
18889,tm13792,Robert L. Rosen,Himself / Production Manager (as Bob Rosen),ACTOR
499952,tm13792,William Greaves,,DIRECTOR
25056,tm100965,Bing Crosby,C. K. Dexter-Haven,ACTOR
28358,tm100965,Grace Kelly,Tracy Lord,ACTOR
10550,tm100965,Frank Sinatra,Mike Connor,ACTOR
83561,tm100965,Celeste Holm,Liz Imbrie,ACTOR
137349,tm100965,John Lund,George Kittredge,ACTOR
60946,tm100965,Louis Calhern,Uncle Willie,ACTOR
56557,tm100965,Sidney Blackmer,Seth Lord,ACTOR
59979,tm100965,Louis Armstrong,Self,ACTOR
214126,tm100965,Margalo Gillmore,Mrs. Seth Lord,ACTOR
262581,tm100965,Lydia Reed,Caroline Lord,ACTOR
566256,tm100965,Gordon Richards,Dexter-Haven's Butler,ACTOR
35506,tm100965,Richard Garrick,Lords' Butler,ACTOR
58055,tm100965,Don Anderson,Party Guest (uncredited),ACTOR
568831,tm100965,Lulu Mae Bohrman,Party Guest (uncredited),ACTOR
1047463,tm100965,Hugh Boswell,Parson (uncredited),ACTOR
566751,tm100965,Paul Bradley,Party Guest (uncredited),ACTOR
573395,tm100965,Tex Brodus,Party Guest (uncredited),ACTOR
22467,tm100965,Steve Carruthers,Party Guest (uncredited),ACTOR
1300263,tm100965,Beulah Christian,Party Guest (uncredited),ACTOR
100405,tm100965,Gene Coogan,Party Guest (uncredited),ACTOR
551114,tm100965,Paul Cristo,Party Guest (uncredited),ACTOR
2668785,tm100965,William Duray,Party Guest (uncredited),ACTOR
1542066,tm100965,Joe Evans,Waiter (uncredited),ACTOR
22477,tm100965,Franklyn Farnum,Party Guest (uncredited),ACTOR
64864,tm100965,James Gonzalez,Party Guest (uncredited),ACTOR
74516,tm100965,Stuart Holmes,Party Guest (uncredited),ACTOR
13389,tm100965,Shep Houghton,Party Guest (uncredited),ACTOR
207290,tm100965,Paul Keast,Editor (uncredited),ACTOR
247778,tm100965,Richard Keene,Mac (uncredited),ACTOR
860319,tm100965,Perk Lazelle,Party Guest (uncredited),ACTOR
34184,tm100965,Ruth Lee,Ruth (Jazz Festival Organizer) (uncredited),ACTOR
82248,tm100965,Thomas Martin,Waiter (uncredited),ACTOR
27299,tm100965,Philo McCullough,Party Guest (uncredited),ACTOR
49085,tm100965,Harold Miller,Party Guest (uncredited),ACTOR
82252,tm100965,Hans Moebus,Party Guest (uncredited),ACTOR
82253,tm100965,Monty O'Grady,Party Guest (uncredited),ACTOR
1344560,tm100965,Foster H. Phinney,Party Guest (uncredited),ACTOR
695953,tm100965,Murray Pollack,Party Guest (uncredited),ACTOR
551111,tm100965,Paul Power,Party Guest (uncredited),ACTOR
22461,tm100965,Leoda Richards,Party Guest (uncredited),ACTOR
14795,tm100965,Victor Romito,Party Guest (uncredited),ACTOR
13413,tm100965,Scott Seaton,Party Guest (uncredited),ACTOR
155103,tm100965,Reginald Simpson,Lawrence (Uncle Willie's Butler) (uncredited),ACTOR
60491,tm100965,Helen Spring,Helen (Jazz Festival Organizer) (uncredited),ACTOR
30498,tm100965,Norman Stevans,Party Guest (uncredited),ACTOR
27358,tm100965,Florence Wix,Party Guest (uncredited),ACTOR
40715,tm100965,Charles Walters,,DIRECTOR
32909,tm96136,Raymond Burr,Steve Martin,ACTOR
135002,tm96136,Akira Takarada,Ogata,ACTOR
462344,tm96136,Momoko Kôchi,Emiko Yamane (as Momoko Kochi),ACTOR
57453,tm96136,Akihiko Hirata,Dr. Serizawa,ACTOR
29794,tm96136,Takashi Shimura,Dr. Yamane,ACTOR
560043,tm96136,Frank Iwanaga,Security Officer,ACTOR
5529,tm96136,James Hong,Ogata / Serizawa (voice) (uncredited),ACTOR
57452,tm96136,Sachio Sakai,Hagiwara,ACTOR
219787,tm96136,Fuyuki Murakami,Dr. Tabata,ACTOR
403030,tm96136,Ren Yamamoto,Seiji,ACTOR
560260,tm96136,Toyoaki Suzuki,Shinkichi,ACTOR
361322,tm96136,Tadashi Okabe,Dr. Tabata's Assistant,ACTOR
224245,tm96136,Toranosuke Ogawa,President of Company,ACTOR
150891,tm96136,Mikel Conrad,George Lawrence (uncredited),ACTOR
22276,tm96136,Paul Frees,Unidentified Character (voice) (uncredited),ACTOR
219557,tm96136,Hiroshi Hayashi,Chairman of Diet Committee (uncredited),ACTOR
558837,tm96136,Ren Imaizumi,Radio Operator (uncredited),ACTOR
105763,tm96136,Kokuten Kōdō,Old Man on Hill on Oto Island (uncredited),ACTOR
105769,tm96136,Takeo Oikawa,Chief of Emergency Headquarters (uncredited),ACTOR
224260,tm96136,Tsuruko Mano,The Boy's Mother (uncredited),ACTOR
203088,tm96136,Kenji Sahara,Man on Boat (uncredited),ACTOR
95560,tm96136,Kin Sugai,Ozawa-san (uncredited),ACTOR
559991,tm96136,Lee Miller,Man in Line at Airport (uncredited),ACTOR
224397,tm96136,Haruo Nakajima,Godzilla (uncredited),ACTOR
403043,tm96136,Katsumi Tezuka,Godzilla (uncredited),ACTOR
100943,tm96136,Sammee Tong,Dr. Yamane (voice) (uncredited),ACTOR
33227,tm96136,Ishirō Honda,,DIRECTOR
118775,tm96136,Terry O. Morse,,DIRECTOR
97170,tm124443,Katsuhiko Sasaki,Biologist Akira Ichinose,ACTOR
522175,tm124443,Tomoko Ai,Katsura Mafune,ACTOR
57453,tm124443,Akihiko Hirata,Dr. Shinzô Mafune,ACTOR
218559,tm124443,Katsumasa Uchida,Jiro Murakoshi,ACTOR
522176,tm124443,Gorô Mutsumi,Mugal,ACTOR
447562,tm124443,Tadao Nakamaru,Interpol Chief Tagawa,ACTOR
