id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm323634,A-X-L,MOVIE,The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.,2018,PG-13,98,"['scifi', 'action', 'drama', 'family', 'thriller']",['US'],,tt5709188,5.3,12383.0,22.532,6.327
tm306631,Trevor Noah: Afraid of the Dark,MOVIE,"The 'Daily Show' host ponders the perils of naming countries, how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland.",2017,PG-13,68,['comedy'],['US'],,tt6562866,7.3,5584.0,4.922,7.144
ts79926,James Acaster: Repertoire,SHOW,"Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",2018,TV-14,52,['comedy'],['GB'],1.0,tt7818686,8.4,3976.0,4.605,8.2
tm279017,"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,"After Santa tells Michael Bolton that he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a sexy telethon to get the world to start making love.",2017,,54,"['comedy', 'music', 'romance']",['US'],,tt6343706,6.8,2194.0,6.031,6.3
ts79997,Something in the Rain,SHOW,"Explore the relationship of two people as they go from being “just acquaintances” to “a genuine couple” — Yoon Jin Ah, a coffee shop  supervisor in her 30s, and Seo Joon Hee, a designer at a video game company who has just returned from working abroad.",2018,TV-MA,73,"['drama', 'romance']",['KR'],1.0,tt8078816,8.1,7040.0,34.403,7.93
tm316658,Frat Star,MOVIE,"""Frat Star"" explores the alluring, superficial, manipulative, and dark world of Ivy League fraternity culture. An insecure, poor, and broken-hearted Nick enters freshman year with no interest in fraternities. This all changes when his old money roommate Billy convinces him to pledge.",2017,,85,"['comedy', 'drama']",['US'],,tt5117484,3.5,718.0,3.89,4.9
tm327652,Roxanne Roxanne,MOVIE,"The most feared battle emcee in the early 1980s in Queens, New York, was a fierce teenager from the Queensbridge projects. At the age of 14, Roxanne Shanté was well on her way to becoming a hip-hop legend, as she hustled to provide for her family while defending herself from the dangers of the street.",2018,,98,"['drama', 'music']",['US'],,tt5796838,6.2,3413.0,8.191,6.087
ts75012,Million Yen Women,SHOW,"Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum.",2017,,30,"['drama', 'thriller', 'crime', 'romance', 'comedy']",['JP'],1.0,tt6686450,7.5,1971.0,11.583,6.788
tm445735,Springsteen On Broadway,MOVIE,"Springsteen on Broadway is a solo acoustic performance written and performed by Tony Award, Academy Award, and 20-time Grammy Award winner Bruce Springsteen. Based on his worldwide best-selling autobiography 'Born to Run,' Springsteen on Broadway is a unique evening with Bruce, his guitar, a piano, and his very personal stories. In addition, it features a special appearance by Patti Scialfa. Netflix will allow global audiences to see the show critics have been raving about from anywhere they are.",2018,,153,"['documentation', 'music']",['US'],,tt8716334,8.5,2290.0,4.392,8.0
tm360945,Soorma,MOVIE,"Soorma, a comeback story of the hockey legend Sandeep Singh is a biopic that chronicles the life and times of the famed hockey player.",2018,PG-13,131,"['drama', 'sport']",['IN'],,tt7690638,7.3,5378.0,4.241,7.217
ts80859,Here to Heart,SHOW,She has more than work on her mind. Wen Nuan decides to quit her high-paying job in England to work as an executive assistant to the founder of a high-tech company in China. Zhan Nan Xian started the company with his classmates and used his financial savvy to weather the economic downturn and keep the company successful. It turns out that Wen Nuan and Nan Xian were in a relationship in the past. Can Wen Nuan make herself indispensable to Nan Xian in both his work and his life?,2018,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt8791742,7.5,264.0,6.032,8.2
ts81542,The Hollow,SHOW,"Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts.",2018,TV-Y7,24,"['comedy', 'scifi', 'animation', 'drama', 'family']",['CA'],2.0,tt6193336,7.2,4555.0,8.527,7.052
ts84038,Battlefish,SHOW,"Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.",2018,TV-MA,43,['reality'],['US'],1.0,tt8893566,7.1,465.0,2.696,7.8
tm355724,A Christmas Prince,MOVIE,"When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",2017,PG,92,"['romance', 'family', 'comedy']",['US'],,tt7608418,5.8,20635.0,11.451,6.6
tm431081,Lionheart,MOVIE,"In order to save her father's ailing bus company, competent but perennially overlooked Adaeze must find a way to work alongside feckless uncle Godswill.",2018,,95,"['drama', 'comedy']",['NG'],,tt7707314,5.7,1510.0,3.546,6.1
tm374845,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,"Traveling in search of the rare ingredient, “sky fish”  Meliodas and Hawk arrive at a palace that floats above the clouds. The people there are busy preparing a ceremony, meant to protect their home from a ferocious beast that awakens once every 3,000 years. But before the ritual is complete, the Six Knights of Black—a Demon Clan army—removes the seal on the beast, threatening the lives of everyone in the Sky Palace.",2018,PG-13,99,"['action', 'animation', 'comedy', 'fantasy']",['JP'],,tt9089294,7.1,5038.0,9.464,7.551
tm320756,Tracy Morgan: Staying Alive,MOVIE,"In his first special since his serious car accident, Tracy Morgan cracks jokes about life in a coma, his second marriage and his family's dark side.",2017,,60,['comedy'],['US'],,tt6680270,6.3,1215.0,4.241,6.2
ts83663,A Taiwanese Tale of Two Cities,SHOW,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",2018,,69,['drama'],['TW'],2.0,tt8893498,6.5,168.0,2.856,7.9
tm411311,King of Thieves,MOVIE,"London, England, April 2015. Brian Reader, a retired thief, gathers an unlikely gang of burglars to perpetrate the biggest and boldest heist in British history. The thieves assault the Hatton Garden Safe Deposit Company and escape with millions in goods and money. But soon the cracks between the gang members begin to appear when they discuss how to share the loot.",2018,R,108,"['drama', 'crime', 'history']",['GB'],,tt5789976,5.5,15425.0,14.174,5.497
tm357272,Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,"Iconic songstress Barbra Streisand culminates her 13-city tour in Miami with dazzling ballads, Broadway standards and stories from behind the scenes.",2017,,108,"['music', 'documentation']",['US'],,tt7588584,7.5,448.0,3.96,7.0
tm358242,Brian Regan: Nunchucks and Flamethrowers,MOVIE,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.",2017,,61,"['comedy', 'documentation']",['US'],,tt7679532,6.3,693.0,2.758,5.9
tm411503,Candy Jar,MOVIE,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,2018,PG-13,92,['comedy'],['US'],,tt6744044,5.8,5304.0,10.78,6.2
tm459527,Good Game: The Beginning,MOVIE,New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.,2018,PG-13,104,"['comedy', 'drama', 'sport']",['TR'],,tt8510324,4.5,2418.0,5.355,2.4
ts84179,Made in Mexico,SHOW,"These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.",2018,,50,['reality'],['US'],1.0,tt8871764,3.9,776.0,5.326,7.5
ts55645,Five Came Back,SHOW,"The extraordinary story of how Hollywood changed World War II – and how World War II changed Hollywood, through the interwoven experiences of five legendary filmmakers who went to war to serve their country and bring the truth to the American people: John Ford, William Wyler, John Huston, Frank Capra, and George Stevens. Based on Mark Harris’ best-selling book, “Five Came Back: A Story of Hollywood and the Second World War.”",2017,TV-MA,65,"['war', 'history', 'documentation']",['US'],1.0,tt6587094,8.3,4909.0,4.333,7.478
tm313988,The Death and Life of Marsha P. Johnson,MOVIE,"Describing herself as a 'street queen,' Johnson was a legendary fixture in New York City’s gay ghetto and a tireless voice for LGBT pride since the days of Stonewall, who along with fellow trans icon Sylvia Rivera, founded Street Transvestites Action Revolutionaries (S.T.A.R.), a trans activist group based in the heart of NYC’s Greenwich Village. Her death in 1992 was declared a suicide by the NYPD, but friends never accepted that version of events. Structured as a whodunit, with activist Victoria Cruz cast as detective and audience surrogate, The Death and Life of Marsha P. Johnson celebrates the lasting political legacy of Johnson, while seeking to finally solve the mystery of her unexplained death.",2017,,105,['documentation'],['US'],,tt5233558,7.2,3049.0,8.479,7.335
ts75286,Greenhouse Academy,SHOW,"When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom.",2017,TV-PG,23,['drama'],['US'],4.0,tt6076336,6.6,6463.0,22.545,7.881
tm372969,Love per Square Foot,MOVIE,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.",2018,,133,"['romance', 'comedy']",['IN'],,tt7853242,7.2,8580.0,7.553,6.686
ts79157,B: The Beginning,SHOW,"In a world powered by advanced technology, crime and action unfold in the archipelagic nation of Cremona. Genius investigator Keith Flick rejoins the royal police force just as serial killer “B” emerges. Mysterious youth Koku may be an ally, or a target.",2018,TV-MA,25,"['action', 'scifi', 'thriller', 'animation', 'drama', 'crime', 'fantasy', 'horror']",['JP'],2.0,tt7944664,7.1,5165.0,22.058,7.7
tm316744,Lucas Brothers: On Drugs,MOVIE,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",2017,,49,['comedy'],['US'],,tt6218048,5.8,843.0,1.901,5.2
tm299730,Lucid Dream,MOVIE,"Dae-ho, an investigative journalist, seeks to track down the whereabouts of his son who was abducted three years ago. With the help of a detective and a psychiatrist friend, he will retrace his memory of the incident through the use of lucid dreaming techniques.",2017,,101,"['thriller', 'scifi']",['KR'],,tt6830780,6.1,3851.0,14.331,6.206
ts58155,Alias Grace,SHOW,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.",2017,TV-MA,44,"['drama', 'crime', 'thriller', 'history']",['CA'],1.0,tt1034007,7.7,34336.0,15.67,7.248
ts76511,The Big Family Cooking Showdown,SHOW,"In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks.",2017,TV-PG,59,"['reality', 'european']",['GB'],2.0,tt7518558,7.1,708.0,4.898,7.0
tm414962,May the Devil Take You,MOVIE,"Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past.",2018,R,110,"['horror', 'thriller']",['ID'],,tt8765496,5.9,4563.0,13.108,6.2
tm411257,Kevin James: Never Don't Give Up,MOVIE,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",2018,PG,62,['comedy'],['US'],,tt8324578,6.2,1517.0,4.468,6.271
tm419496,Lust Stories,MOVIE,An anthology of four stories that sheds light on modern relationships from the viewpoint of the Indian woman.,2018,R,120,"['drama', 'romance']",['IN'],,tt8439854,6.4,11256.0,10.632,6.302
tm405901,Family Blood,MOVIE,"Ellie, a recovering drug addict, has just moved to a new city with her two teenage children. She has struggled to stay sober in the past and is determined to make it work this time, finding a stable job and regularly attending her meetings. Unfortunately, new friends, a new job, and the chance of a new life, can’t keep Ellie from slipping once again. Her life changes when she meets Christopher – a different kind of addict – which forces her daughter and son to accept a new version of Ellie.",2018,,92,"['horror', 'thriller', 'drama']",['US'],,tt7895904,4.2,3170.0,9.767,4.6
ts79045,Ugly Delicious,SHOW,"Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub. All the flavor. None of the BS.",2018,TV-MA,51,['documentation'],['US'],2.0,tt7907916,7.8,3644.0,5.7,7.4
tm414340,Spivak,MOVIE,"A self-loathing, failed Eastside novelist living in the ‘hipster’ neighborhood of Echo Park in Los Angeles is shocked to find himself falling in love with everything he hates, including a simple All-American blonde girl from the Westside.",2018,,91,['comedy'],['US'],,tt6342110,5.7,786.0,4.573,5.6
tm426117,On My Skin,MOVIE,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",2018,,100,"['drama', 'european']",['IT'],,tt7121252,7.3,9644.0,11.399,8.052
ts80035,Nightflyers,SHOW,"In the year 2093, a team of scientists aboard the Nightflyer, the most advanced ship ever built, embarks on a journey to find other life forms. Their mission takes them to the edge of the solar system, and to the edge of insanity, as they realize true horror isn't waiting for them in outer space—it's already on their ship.",2018,,44,"['scifi', 'drama', 'horror', 'thriller']",['US'],1.0,tt6903284,5.8,13606.0,8.818,5.496
tm244197,Replicas,MOVIE,A scientist becomes obsessed with returning his family to normalcy after a terrible accident.,2018,PG-13,108,"['thriller', 'drama', 'scifi']","['US', 'CA', 'CN', 'PR', 'GB']",,tt4154916,5.5,37340.0,33.823,6.0
tm320785,The Mars Generation,MOVIE,Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.,2017,,97,['documentation'],['US'],,tt6333096,6.5,1012.0,5.216,6.6
ts80600,Luis Miguel: The Series,SHOW,"The series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",2018,TV-14,50,"['drama', 'history', 'music', 'romance']",['MX'],3.0,tt8045690,8.0,4556.0,27.083,8.026
tm427465,Quincy,MOVIE,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.",2018,,124,"['documentation', 'music']",['US'],,tt7440432,7.6,4702.0,8.094,7.4
tm420789,Lilli,MOVIE,"Abducted and confined in a room by a gang of sadistic men, a pregnant woman tries to escape, against insurmountable odds.",2018,PG,91,"['drama', 'thriller']",['IN'],,tt8273258,5.7,291.0,1.74,6.222
tm428483,The Girl Allergic to Wi-Fi,MOVIE,"Norma, a typical teenager who is always online, created a joint social media account for her and her boyfriend to mark their third monthsary. She gets a rare illness called electromagnetic hypersensitivity, which means she can't be around cellphones, tablets, laptops, and Wi-Fi. To help her cope with her syndrome, Norma relocates to a remote province with no signal, forcing her to have a long-distance relationship with Leo.",2018,,104,"['comedy', 'romance']",['PH'],,tt7619554,6.1,328.0,3.469,6.9
tm308090,Bill Nye: Science Guy,MOVIE,"Bill Nye is retiring his kid show act in a bid to become more like his late professor, astronomer Carl Sagan. Sagan dreamed of launching a spacecraft that could revolutionize interplanetary exploration. Bill sets out to accomplish Sagan's mission, but he is pulled away when he is challenged by evolution and climate change contrarians to defend the scientific consensus. Can Bill show the world why science matters in a culture increasingly indifferent to evidence?",2017,,95,['documentation'],['US'],,tt4853154,6.7,1252.0,4.702,6.2
ts76949,Trailer Park Boys: Out of the Park: USA,SHOW,"The boys are back on the loose as Bubbles, Julian and Ricky head south of the Canadian border for some outrageous American adventures.",2017,TV-MA,30,['comedy'],['CA'],1.0,,,,4.459,6.8
ts81944,The Comedy Lineup,SHOW,A diverse group of up-and-coming comedians perform 15-minute sets in this stand-up comedy showcase series.,2018,TV-MA,15,"['comedy', 'action']",['US'],2.0,tt10777324,6.0,514.0,2.241,6.0
tm445456,Pihu,MOVIE,"The social thriller starring a two year-old baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.",2018,G,91,"['thriller', 'drama', 'family']",['IN'],,tt8458202,6.7,2649.0,6.65,7.6
tm359150,Nothing to Hide,MOVIE,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones -- with disastrous results.",2018,,93,"['drama', 'comedy', 'european']","['IT', 'BE', 'FR']",,tt7489816,6.8,15928.0,10.442,6.5
tm315850,Take Me,MOVIE,Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a weekend kidnapping with a handsome payday at the end. But the job isn't all that it seems.,2017,,83,"['crime', 'comedy', 'thriller']",['US'],,tt6598626,6.1,6202.0,9.088,5.766
tm408306,Seth Rogen's Hilarity for Charity,MOVIE,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth. Guests include Tiffany Haddish, Sarah Silverman, Michelle Wolf, John Mulaney, Michael Che, David Chang, Ike Barinholtz, Chelsea Peretti, Kumail Nanjiani, Jon Lovitz, Jeff Goldblum, Sacha Baron Cohen, Nick Kroll, Post Malone, Chris Hardwick, and Craig Robinson & The Nasty Delicious.",2018,,70,"['comedy', 'documentation']",['CA'],,tt8178116,5.0,2432.0,8.01,5.3
tm440678,Revenger,MOVIE,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",2018,NC-17,102,"['action', 'crime', 'thriller']",['KR'],,tt9426186,5.7,4489.0,13.197,5.298
ts78789,Re:Mind,SHOW,"Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act.",2017,TV-MA,23,"['drama', 'thriller']",['JP'],1.0,tt7332652,4.9,1709.0,8.214,5.9
tm368241,Duck Butter,MOVIE,"Dissatisfied with the dishonesty they see in dating, strangers Naima and Sergio make a pact to spend 24 straight hours together in an attempt to fast forward their relationship.",2018,,93,"['drama', 'comedy', 'romance']",['US'],,tt6958014,5.3,4228.0,13.159,5.5
tm346398,Ryan Hamilton: Happy Face,MOVIE,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",2017,,56,"['comedy', 'documentation']",['US'],,tt6892378,7.3,988.0,3.245,6.95
tm434179,Two Catalonias,MOVIE,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,2018,,116,"['documentation', 'history', 'european']",['ES'],,tt8893608,6.4,677.0,2.804,6.7
tm336227,Catching Feelings,MOVIE,"Set in a chic and middle class Johannesburg, a jaded academic and his journalist wife have their lives turned upside down when a celebrated and hedonistic older writer unexpectedly moves into their home.",2018,,115,"['drama', 'comedy', 'romance']",['ZA'],,tt5827360,5.8,552.0,2.95,4.4
ts85810,Al Hayba,SHOW,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",2017,TV-PG,44,"['drama', 'action', 'crime', 'romance', 'thriller']",['AE'],5.0,tt8585236,7.4,1448.0,74.878,6.34
tm344336,Burn Out,MOVIE,"Tony, a promising young motorcycle racer, is forced to do perilous drug runs to save the mother of his child from a dangerous mobster.",2018,,107,"['thriller', 'crime', 'action', 'european']",['FR'],,tt6340604,6.2,4009.0,13.063,6.753
tm327619,Aditi Mittal: Things They Wouldn't Let Me Say,MOVIE,"Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings.",2017,,62,['comedy'],['IN'],,tt7127976,4.4,339.0,1.901,4.385
tm300447,Bill Burr: Walk Your Way Out,MOVIE,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",2017,,77,"['comedy', 'documentation']",['US'],,tt6184894,7.2,7748.0,5.404,6.777
ts84833,Diablero,SHOW,A young priest enlists the help of a demon hunter and a paranormal expert to search for a kidnapped girl in the underworld of Mexico City.,2018,TV-MA,38,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",['MX'],2.0,tt7414954,6.7,2693.0,19.35,7.5
ts77197,Seven Seconds,SHOW,Tensions run high between African American citizens and Caucasian cops in Jersey City when a teenage African American boy is critically injured by a cop.,2018,TV-MA,62,"['crime', 'drama']",['US'],1.0,tt6297682,7.7,15323.0,10.087,7.284
tm311815,Icarus,MOVIE,"While investigating the furtive world of illegal doping in sports, director Bryan Fogel connects with renegade Russian scientist Dr. Grigory Rodchenkov—a pillar of his country’s “anti-doping” program. Over dozens of Skype calls, urine samples, and badly administered hormone injections, Fogel and Rodchenkov grow closer despite shocking allegations that place Rodchenkov at the center of Russia’s state-sponsored Olympic doping program.",2017,,121,"['documentation', 'sport', 'thriller']",['US'],,tt6333060,7.9,51396.0,9.989,7.678
ts74765,Daughters of Destiny,SHOW,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,2017,,65,['documentation'],['IN'],1.0,tt1877895,8.6,955.0,1.569,7.3
tm441060,ReMastered: Tricky Dick & The Man in Black,MOVIE,"This documentary chronicles Johnny Cash's 1970 visit to the White House, where Cash's emerging liberal ideals clashed with Richard Nixon's policies.",2018,,58,"['documentation', 'music']",['US'],,tt9244438,7.1,1593.0,4.008,6.7
ts81596,Black Crows,SHOW,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",2017,TV-MA,44,"['drama', 'war', 'thriller']",['SA'],1.0,tt7356518,5.5,338.0,2.779,7.667
tm356666,Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1.",2017,R,84,"['comedy', 'documentation']",['US'],,tt7582890,7.8,1563.0,5.469,7.3
ts80466,Secret Agent Selection: WW2,SHOW,"The training programme of one of World War Two's most covert organisations, the Special Operations Executive or SEO, is resurrected.",2018,,59,"['war', 'documentation', 'history', 'reality', 'european']",['GB'],1.0,tt8268994,7.7,601.0,4.455,6.4
tm441198,The Princess Switch,MOVIE,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",2018,PG,101,"['comedy', 'romance', 'drama', 'family']",['US'],,tt8954732,6.0,29401.0,18.688,7.0
ts56511,Cable Girls,SHOW,"In 1920s Madrid, four women at the National Telephone Company ring in revolution as they deal with romance, envy and the modern workplace.",2017,TV-MA,46,"['drama', 'history', 'european']",['ES'],5.0,tt5674718,7.6,13855.0,53.03,7.843
tm320727,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",MOVIE,"In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older -- and perhaps even wiser -- point of view.",2017,,60,"['comedy', 'documentation']",['US'],,tt6878486,7.4,2868.0,5.287,6.812
ts56201,Cloudy with a Chance of Meatballs,SHOW,"The series is a prequel, featuring the high school years of Flint Lockwood, the eccentric young scientist in the films. In his adventures, he will be joined by Sam Sparks, a new girl in town and the school's ""wannabe"" reporter, along with Flint's dad Tim, Steve the Monkey, Manny as the head of the school's audiovisual club, Earl as a school gym teacher, Brent as a baby wear model, and Mayor Shelbourne, who wins every election on the pro-sardine platform.",2017,TV-Y7,11,"['comedy', 'action', 'animation', 'family', 'fantasy', 'scifi']",['CA'],2.0,tt4123482,3.4,750.0,10.235,5.0
ts87194,Instant Hotel,SHOW,Teams of Australian homeowners compete for the title of best Instant Hotel by staying overnight in each other's rentals and rating their experience.,2018,TV-MA,49,['reality'],['AU'],2.0,tt9316032,7.3,1612.0,2.429,7.1
tm266666,Gerald's Game,MOVIE,"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",2017,,104,"['horror', 'thriller', 'drama']",['US'],,tt3748172,6.5,114405.0,25.636,6.389
tm372305,First Match,MOVIE,"Hardened by years in foster care, a teenage girl from Brooklyn’s Brownsville neighborhood decides that wrestling boys is the only way back to her estranged father.",2018,,102,"['drama', 'sport']",['US'],,tt6061074,6.4,2389.0,8.828,6.5
tm358813,Judd Apatow: The Return,MOVIE,"Renowned producer, director and writer Judd Apatow makes his long-awaited return to stand-up comedy with this new special shot in Montreal.",2017,,69,['comedy'],['US'],,tt7741238,6.2,1321.0,6.554,6.3
tm361770,Craig Ferguson: Tickle Fight,MOVIE,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host.",2017,,76,['comedy'],['US'],,tt7193448,6.6,1040.0,3.588,5.955
tm421335,Jim Jefferies: This Is Me Now,MOVIE,"The gleefully irreverent Jefferies skewers “grabby” celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.",2018,,70,['comedy'],['US'],,tt8617844,7.4,4224.0,4.966,6.833
tm449860,King of Boys,MOVIE,"The story of Alhaja Eniola Salami, a businesswoman and philanthropist with a checkered past and a promising political future. As her political ambitions see her outgrowing the underworld connections responsible for her considerable wealth, she's drawn into a power struggle that threatens everything she holds dear.",2018,,182,"['drama', 'crime']",['NG'],,tt8329618,6.1,453.0,4.251,6.3
tm307551,Katherine Ryan: In Trouble,MOVIE,"Stand-up comic Katherine Ryan reminisces about unusual relationships, aging, Taylor Swift, life in the hometown she hates and the time she enraged an entire nation.",2017,,63,['comedy'],['GB'],,tt6540084,7.0,2267.0,4.116,6.464
ts85250,Kulipari: Dream Walker,SHOW,"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker -- leaving the village under the protection of the Kulipari youth.",2018,TV-Y7,22,"['animation', 'drama', 'family', 'fantasy', 'action', 'comedy']",['US'],1.0,tt9203064,7.5,101.0,3.747,9.0
tm325650,King of Peking,MOVIE,"When home entertainment enters the market in 90s Beijing, a former projectionist ropes his young son into starting their own pirate movie company, but easy money comes with its own price tag.",2018,,88,"['comedy', 'drama']","['CN', 'AU', 'US']",,tt6406976,6.5,372.0,3.212,6.2
tm434917,I Am Jonas,MOVIE,"When Jonas was 14 he met the charismatic but mysterious Nathan. In addition to guiding him in his sexuality, Jonas soon confronts something dark and even dangerous about his new friend. Now an attractive, sexually assured adult, memories still haunt him. Trying frantically to put the missing pieces together, Jonas becomes determined to break the shackles of the past and finally set himself free.",2018,,82,"['drama', 'romance', 'european']",['FR'],,tt8168186,7.0,6381.0,10.39,6.8
tm417440,Camarón: The Film,MOVIE,"This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death.",2018,,104,['documentation'],['ES'],,tt8067306,7.5,333.0,2.417,7.3
tm233484,Duck Duck Goose,MOVIE,"After he’s grounded by an injury, a high-flying bachelor is saddled with two wide-eyed orphans as they come face-to-face with the dangers and beauty of the outside world.",2018,PG,82,"['comedy', 'animation', 'family', 'action']",['CN'],,tt4940416,5.7,3828.0,14.205,6.237
tm438502,Sad Hill Unearthed,MOVIE,"Film fans work to restore the set of the climatic graveyard scene from the iconic spaghetti western “The Good, the Bad and the Ugly,” directed by Sergio Leone in 1966.",2018,,86,"['documentation', 'european']",['ES'],,tt6997426,7.4,1715.0,7.583,7.077
ts80720,Scissor Seven,SHOW,"Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.",2018,TV-PG,16,"['comedy', 'drama', 'action', 'fantasy', 'romance', 'animation']",['CN'],4.0,tt11503082,8.4,3270.0,125.254,8.607
tm366590,Sanju,MOVIE,Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,2018,,161,"['drama', 'comedy']","['US', 'IN']",,tt6452574,7.7,52227.0,7.695,7.3
tm279585,Deidra & Laney Rob a Train,MOVIE,"After their mother ends up in jail, two sisters turn to train robbery in order to support their family.",2017,,100,"['drama', 'comedy', 'crime']",['US'],,tt4144332,6.0,1983.0,8.922,5.7
tm327219,Buddy Thunderstruck: The Maybe Pile,MOVIE,"Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the ""maybe pile"" and test out a bunch of crazy stunts.",2017,,13,"['comedy', 'family']",['US'],,,,,3.412,8.333
tm425944,A Land Imagined,MOVIE,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,2018,,95,"['drama', 'thriller', 'european']","['NL', 'SG', 'FR']",,tt8726116,6.2,1378.0,5.108,5.855
tm320249,Maria Bamford: Old Baby,MOVIE,She's savagely upbeat. Lovably awkward. And full of surprises. A wildly funny trip through a one-of-a-kind comic mind.,2017,,64,"['comedy', 'documentation']",['US'],,tt6264596,6.1,945.0,4.093,5.1
